style_id,n_real_articles,real_article_pass_rate,clip_real_nn_median,dinov2_real_nn_median,clip_real_nn_max,dinov2_real_nn_max,clip_threshold_p90,dinov2_threshold_p90,clone_joint_pass,clone_clip_max_sim,clone_dinov2_max_sim,clone_clip_pass,clone_dinov2_pass,final_image,final_joint_pass,final_clip_max_sim,final_dinov2_max_sim,final_clip_pass,final_dinov2_pass
Ladieswear || T-shirt || Jersey Basic || Black || Solid,6,1.0,0.9695101380348206,0.8962948322296143,0.9781906008720398,0.9112358093261719,0.9781906008720398,0.9112358093261719,false,1.0,1.0,false,false,data\generated\final_concepts_m3\attempt2\ladieswear_t-shirt_jersey-basic_black_solid_seed42.png,true,0.9457623958587646,0.8999978303909302,true,true
Ladieswear || Sweater || Knitwear || Beige || Melange,6,1.0,0.9539322555065155,0.8639847636222839,0.984673023223877,0.94163978099823,0.984673023223877,0.94163978099823,false,1.0000001192092896,1.0,false,false,data\generated\final_concepts_m3\attempt1\ladieswear_sweater_knitwear_beige_melange_seed43.png,true,0.9615486860275269,0.9161808490753174,true,true
Ladieswear || Dress || Dresses Ladies || Red || Solid,6,1.0,0.9500675797462463,0.8503188490867615,0.9530965089797974,0.9037286043167114,0.9530965089797974,0.9037286043167114,false,1.0,1.0,false,false,data\generated\final_concepts_m3\attempt2\ladieswear_dress_dresses-ladies_red_solid_seed45.png,true,0.893373966217041,0.796964704990387,true,true
