style_id,chosen_seed,local_path,clip_margin,dino_margin,clip_in_band,dino_in_band,visual_qc_disqualified_seeds,discarded_candidates_json
Ladieswear || T-shirt || Jersey Basic || Black || Solid,43,data\generated\final_concepts\ladieswear_t-shirt_jersey-basic_black_solid_seed43.png,0.09480527128492089,0.7245466072644506,true,false,[],"[{""seed"": 42, ""clip_margin"": 0.08587779317583355, ""dino_margin"": 0.7085605393562999, ""clip_in_band"": true, ""dino_in_band"": false, ""visual_qc_disqualified"": false}, {""seed"": 44, ""clip_margin"": 0.07638897214617046, ""dino_margin"": 0.719334074641977, ""clip_in_band"": true, ""dino_in_band"": false, ""visual_qc_disqualified"": false}, {""seed"": 45, ""clip_margin"": 0.10975672687802995, ""dino_margin"": 0.7287454526339259, ""clip_in_band"": false, ""dino_in_band"": false, ""visual_qc_disqualified"": false}]"
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",45,data\generated\final_concepts\ladieswear_underwear-bottom_under--nightwear_red_solid_seed45.png,0.10291424840688701,0.44320188984274866,false,false,"[42, 43, 44]","[{""seed"": 42, ""clip_margin"": 0.08677417486906047, ""dino_margin"": 0.5241453069262206, ""clip_in_band"": true, ""dino_in_band"": false, ""visual_qc_disqualified"": true}, {""seed"": 44, ""clip_margin"": 0.058231224119663194, ""dino_margin"": 0.3731449168175459, ""clip_in_band"": true, ""dino_in_band"": true, ""visual_qc_disqualified"": true}, {""seed"": 43, ""clip_margin"": 0.11786563098430636, ""dino_margin"": 0.3674449877813458, ""clip_in_band"": false, ""dino_in_band"": true, ""visual_qc_disqualified"": true}]"
Ladieswear || Sweater || Knitwear || Beige || Melange,42,data\generated\final_concepts\ladieswear_sweater_knitwear_beige_melange_seed42.png,-0.04081239700317385,0.005258871614932992,false,false,[],"[{""seed"": 45, ""clip_margin"": -0.04362469613552089, ""dino_margin"": 0.00816624760627746, ""clip_in_band"": false, ""dino_in_band"": false, ""visual_qc_disqualified"": false}, {""seed"": 44, ""clip_margin"": -0.04395788311958315, ""dino_margin"": 0.16510538905858996, ""clip_in_band"": false, ""dino_in_band"": true, ""visual_qc_disqualified"": false}, {""seed"": 43, ""clip_margin"": -0.04961073696613316, ""dino_margin"": -0.024657356552779675, ""clip_in_band"": false, ""dino_in_band"": false, ""visual_qc_disqualified"": false}]"
