style_key,index_group_name,product_type_name,garment_group_name,perceived_colour_master_name,graphical_appearance_name,predicted_intensity,guard1_pass,guard1_n_active_articles_trailing_mean,guard2_pass,price_index_level,guard3_pass,guard3_n_weeks_active_trailing,growth_ratio,source_table,shap_driver_1_feature,shap_driver_1_value,shap_driver_2_feature,shap_driver_2_value,shap_driver_3_feature,shap_driver_3_value,shap_driver_4_feature,shap_driver_4_value,shap_driver_5_feature,shap_driver_5_value
Ladieswear || T-shirt || Jersey Basic || Black || Solid,Ladieswear,T-shirt,Jersey Basic,Black,Solid,33.773553456977744,true,23.0,true,1.0589412126425564,true,52,,T1_incumbent,lag_1,0.7287921107138857,n_active_articles_level,0.2011520713462187,fourier_sin_1,-0.12149169600317132,garment_group_name,0.11608373485876344,perceived_colour_master_name,0.11324089707198806
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",Ladieswear,Underwear bottom,"Under-, Nightwear",Red,Solid,16.25523950275885,true,14.923076923076923,true,1.3770306398465844,true,52,3.6733299037148455,T2_emerging,lag_1,0.48643875738417636,perceived_colour_master_name,-0.11070675978023306,n_active_articles_level,0.09959694508799329,share_garment_group,0.0661322244180582,slope_13w,0.04994913766839698
Ladieswear || Sweater || Knitwear || Beige || Melange,Ladieswear,Sweater,Knitwear,Beige,Melange,17.783148281064506,true,20.846153846153847,true,0.9963531924100005,true,52,1.5858516618457832,T2_emerging,n_active_articles_level,0.2542511241913937,lag_1,0.16404485448860615,perceived_colour_master_name,0.07002960533499658,lag_2,0.06849378194045659,n_active_articles_trend_13w,0.053622490960522844
