metric,control,treatment,diff,ci_lo,ci_hi,decision_bearing,rule_a_met,rule_b_met,decision,rule_text
hit_at_3_in_top20,0.5277777777777778,0.5833333333333334,0.05555555555555556,0.0,0.13888888888888892,rule A,false,false,REJECT,"ADOPT iff the pooled paired treatment-minus-control difference (12 origins, block bootstrap 4 / 2000 resamples / seed 42) has (A) ci_lo > 0 on hit_at_3_in_top20, OR (B) ci_lo > 0 on BOTH ndcg_at_10 and spearman_rho AND a hit_at_3_in_top20 mean difference >= 0. Otherwise REJECT."
hit_at_3_in_top10,0.3055555555555555,0.3611111111111111,0.05555555555555555,0.0,0.16666666666666666,reported only,false,false,REJECT,"ADOPT iff the pooled paired treatment-minus-control difference (12 origins, block bootstrap 4 / 2000 resamples / seed 42) has (A) ci_lo > 0 on hit_at_3_in_top20, OR (B) ci_lo > 0 on BOTH ndcg_at_10 and spearman_rho AND a hit_at_3_in_top20 mean difference >= 0. Otherwise REJECT."
precision_at_3,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,reported only,false,false,REJECT,"ADOPT iff the pooled paired treatment-minus-control difference (12 origins, block bootstrap 4 / 2000 resamples / seed 42) has (A) ci_lo > 0 on hit_at_3_in_top20, OR (B) ci_lo > 0 on BOTH ndcg_at_10 and spearman_rho AND a hit_at_3_in_top20 mean difference >= 0. Otherwise REJECT."
precision_at_10,0.19166666666666665,0.20833333333333334,0.016666666666666663,-0.008333333333333333,0.041666666666666664,reported only,false,false,REJECT,"ADOPT iff the pooled paired treatment-minus-control difference (12 origins, block bootstrap 4 / 2000 resamples / seed 42) has (A) ci_lo > 0 on hit_at_3_in_top20, OR (B) ci_lo > 0 on BOTH ndcg_at_10 and spearman_rho AND a hit_at_3_in_top20 mean difference >= 0. Otherwise REJECT."
ndcg_at_10,0.872256644946305,0.873180923618739,0.0009242786724341182,-0.0049434209651333105,0.008938897411334634,rule B,false,false,REJECT,"ADOPT iff the pooled paired treatment-minus-control difference (12 origins, block bootstrap 4 / 2000 resamples / seed 42) has (A) ci_lo > 0 on hit_at_3_in_top20, OR (B) ci_lo > 0 on BOTH ndcg_at_10 and spearman_rho AND a hit_at_3_in_top20 mean difference >= 0. Otherwise REJECT."
spearman_rho,0.7116101344258935,0.7156929467103866,0.004082812284493013,0.0009518145854918725,0.008575929646376351,rule B,false,false,REJECT,"ADOPT iff the pooled paired treatment-minus-control difference (12 origins, block bootstrap 4 / 2000 resamples / seed 42) has (A) ci_lo > 0 on hit_at_3_in_top20, OR (B) ci_lo > 0 on BOTH ndcg_at_10 and spearman_rho AND a hit_at_3_in_top20 mean difference >= 0. Otherwise REJECT."
wmape,0.16958631286859085,0.16720208721383567,-0.002384225654755165,-0.004936483912676288,-0.0011365763531758753,reported only,false,false,REJECT,"ADOPT iff the pooled paired treatment-minus-control difference (12 origins, block bootstrap 4 / 2000 resamples / seed 42) has (A) ci_lo > 0 on hit_at_3_in_top20, OR (B) ci_lo > 0 on BOTH ndcg_at_10 and spearman_rho AND a hit_at_3_in_top20 mean difference >= 0. Otherwise REJECT."
