term,week_start,value
beige trousers,2020-08-03,93.0
beige trousers,2020-08-10,86.0
beige trousers,2020-08-17,95.0
beige trousers,2020-08-24,84.0
beige trousers,2020-08-31,90.0
beige trousers,2020-09-07,88.0
beige trousers,2020-09-14,98.0
beige trousers,2020-09-21,100.0
beige trousers,2020-09-28,84.0
blue blouse,2018-08-27,70.0
blue blouse,2018-09-03,74.0
blue blouse,2018-09-10,72.0
blue blouse,2018-09-17,71.0
blue blouse,2018-09-24,74.0
blue blouse,2018-10-01,78.0
blue blouse,2018-10-08,81.0
blue blouse,2018-10-15,79.0
blue blouse,2018-10-22,76.0
blue blouse,2018-10-29,79.0
blue blouse,2018-11-05,70.0
blue blouse,2018-11-12,72.0
blue blouse,2018-11-19,75.0
blue blouse,2018-11-26,70.0
blue blouse,2018-12-03,69.0
blue blouse,2018-12-10,73.0
blue blouse,2018-12-17,64.0
blue blouse,2018-12-24,69.0
blue blouse,2018-12-31,72.0
blue blouse,2019-01-07,75.0
blue blouse,2019-01-14,77.0
blue blouse,2019-01-21,79.0
blue blouse,2019-01-28,76.0
blue blouse,2019-02-04,80.0
blue blouse,2019-02-11,69.0
blue blouse,2019-02-18,78.0
blue blouse,2019-02-25,72.0
blue blouse,2019-03-04,72.0
blue blouse,2019-03-11,74.0
blue blouse,2019-03-18,79.0
blue blouse,2019-03-25,79.0
blue blouse,2019-04-01,84.0
blue blouse,2019-04-08,85.0
blue blouse,2019-04-15,88.0
blue blouse,2019-04-22,82.0
blue blouse,2019-04-29,82.0
blue blouse,2019-05-06,73.0
blue blouse,2019-05-13,81.0
blue blouse,2019-05-20,72.0
blue blouse,2019-05-27,74.0
blue blouse,2019-06-03,76.0
blue blouse,2019-06-10,77.0
blue blouse,2019-06-17,75.0
blue blouse,2019-06-24,74.0
blue blouse,2019-07-01,73.0
blue blouse,2019-07-08,73.0
blue blouse,2019-07-15,74.0
blue blouse,2019-07-22,68.0
blue blouse,2019-07-29,73.0
blue blouse,2019-08-05,81.0
blue blouse,2019-08-12,85.0
blue blouse,2019-08-19,95.0
blue blouse,2019-08-26,100.0
blue blouse,2019-09-02,83.0
blue blouse,2019-09-09,82.0
blue blouse,2019-09-16,89.0
blue blouse,2019-09-23,90.0
blue blouse,2019-09-30,92.0
blue blouse,2019-10-07,82.0
blue blouse,2019-10-14,87.0
blue blouse,2019-10-21,88.0
blue blouse,2019-10-28,76.0
blue blouse,2019-11-04,80.0
blue blouse,2019-11-11,90.0
blue blouse,2019-11-18,88.0
blue blouse,2019-11-25,74.0
blue blouse,2019-12-02,74.0
blue blouse,2019-12-09,74.0
blue blouse,2019-12-16,73.0
blue blouse,2019-12-23,73.0
blue blouse,2019-12-30,74.0
blue blouse,2020-01-06,85.0
blue blouse,2020-01-13,89.0
blue blouse,2020-01-20,95.0
blue blouse,2020-01-27,91.0
blue blouse,2020-02-03,91.0
blue blouse,2020-02-10,83.0
blue blouse,2020-02-17,87.0
blue blouse,2020-02-24,86.0
blue blouse,2020-03-02,87.0
blue blouse,2020-03-09,72.0
blue blouse,2020-03-16,50.0
blue blouse,2020-03-23,36.0
blue blouse,2020-03-30,35.0
blue blouse,2020-04-06,39.0
blue blouse,2020-04-13,40.0
blue blouse,2020-04-20,42.0
blue blouse,2020-04-27,42.0
blue blouse,2020-05-04,44.0
blue blouse,2020-05-11,46.0
blue blouse,2020-05-18,52.0
blue blouse,2020-05-25,45.0
blue blouse,2020-06-01,55.0
blue blouse,2020-06-08,58.0
blue blouse,2020-06-15,56.0
blue blouse,2020-06-22,64.0
blue blouse,2020-06-29,66.0
blue blouse,2020-07-06,65.0
blue blouse,2020-07-13,67.0
blue blouse,2020-07-20,64.0
blue blouse,2020-07-27,69.0
blue blouse,2020-08-03,66.0
blue blouse,2020-08-10,70.0
blue blouse,2020-08-17,80.0
blue blouse,2020-08-24,70.0
blue blouse,2020-08-31,67.0
blue blouse,2020-09-07,67.0
blue blouse,2020-09-14,62.0
blue blouse,2020-09-21,67.0
blue blouse,2020-09-28,70.0
blue top,2018-08-27,75.0
blue top,2018-09-03,73.0
blue top,2018-09-10,70.0
blue top,2018-09-17,69.0
blue top,2018-09-24,71.0
blue top,2018-10-01,70.0
blue top,2018-10-08,69.0
blue top,2018-10-15,67.0
blue top,2018-10-22,67.0
blue top,2018-10-29,67.0
blue top,2018-11-05,68.0
blue top,2018-11-12,75.0
blue top,2018-11-19,70.0
blue top,2018-11-26,69.0
blue top,2018-12-03,73.0
blue top,2018-12-10,70.0
blue top,2018-12-17,67.0
blue top,2018-12-24,67.0
blue top,2018-12-31,72.0
blue top,2019-01-07,66.0
blue top,2019-01-14,70.0
blue top,2019-01-21,67.0
blue top,2019-01-28,70.0
blue top,2019-02-04,73.0
blue top,2019-02-11,69.0
blue top,2019-02-18,73.0
blue top,2019-02-25,71.0
blue top,2019-03-04,67.0
blue top,2019-03-11,74.0
blue top,2019-03-18,75.0
blue top,2019-03-25,79.0
blue top,2019-04-01,74.0
blue top,2019-04-08,77.0
blue top,2019-04-15,73.0
blue top,2019-04-22,81.0
blue top,2019-04-29,74.0
blue top,2019-05-06,72.0
blue top,2019-05-13,68.0
blue top,2019-05-20,75.0
blue top,2019-05-27,82.0
blue top,2019-06-03,77.0
blue top,2019-06-10,77.0
blue top,2019-06-17,71.0
blue top,2019-06-24,77.0
blue top,2019-07-01,79.0
blue top,2019-07-08,74.0
blue top,2019-07-15,79.0
blue top,2019-07-22,75.0
blue top,2019-07-29,85.0
blue top,2019-08-05,75.0
blue top,2019-08-12,81.0
blue top,2019-08-19,75.0
blue top,2019-08-26,66.0
blue top,2019-09-02,73.0
blue top,2019-09-09,63.0
blue top,2019-09-16,69.0
blue top,2019-09-23,65.0
blue top,2019-09-30,70.0
blue top,2019-10-07,66.0
blue top,2019-10-14,72.0
blue top,2019-10-21,67.0
blue top,2019-10-28,59.0
blue top,2019-11-04,67.0
blue top,2019-11-11,66.0
blue top,2019-11-18,67.0
blue top,2019-11-25,69.0
blue top,2019-12-02,71.0
blue top,2019-12-09,66.0
blue top,2019-12-16,71.0
blue top,2019-12-23,76.0
blue top,2019-12-30,78.0
blue top,2020-01-06,71.0
blue top,2020-01-13,68.0
blue top,2020-01-20,72.0
blue top,2020-01-27,71.0
blue top,2020-02-03,70.0
blue top,2020-02-10,72.0
blue top,2020-02-17,71.0
blue top,2020-02-24,73.0
blue top,2020-03-02,77.0
blue top,2020-03-09,67.0
blue top,2020-03-16,61.0
blue top,2020-03-23,59.0
blue top,2020-03-30,65.0
blue top,2020-04-06,68.0
blue top,2020-04-13,75.0
blue top,2020-04-20,78.0
blue top,2020-04-27,86.0
blue top,2020-05-04,92.0
blue top,2020-05-11,90.0
blue top,2020-05-18,94.0
blue top,2020-05-25,91.0
blue top,2020-06-01,83.0
blue top,2020-06-08,91.0
blue top,2020-06-15,91.0
blue top,2020-06-22,100.0
blue top,2020-06-29,95.0
blue top,2020-07-06,92.0
blue top,2020-07-13,92.0
blue top,2020-07-20,93.0
blue top,2020-07-27,97.0
blue top,2020-08-03,80.0
blue top,2020-08-10,93.0
blue top,2020-08-17,89.0
blue top,2020-08-24,84.0
blue top,2020-08-31,83.0
blue top,2020-09-07,84.0
blue top,2020-09-14,77.0
blue top,2020-09-21,77.0
blue top,2020-09-28,74.0
blue hoodie,2018-08-27,35.0
blue hoodie,2018-09-03,33.0
blue hoodie,2018-09-10,38.0
blue hoodie,2018-09-17,36.0
blue hoodie,2018-09-24,40.0
blue hoodie,2018-10-01,41.0
blue hoodie,2018-10-08,42.0
blue hoodie,2018-10-15,51.0
blue hoodie,2018-10-22,50.0
blue hoodie,2018-10-29,44.0
blue hoodie,2018-11-05,48.0
blue hoodie,2018-11-12,55.0
blue hoodie,2018-11-19,68.0
blue hoodie,2018-11-26,74.0
blue hoodie,2018-12-03,71.0
blue hoodie,2018-12-10,77.0
blue hoodie,2018-12-17,69.0
blue hoodie,2018-12-24,65.0
blue hoodie,2018-12-31,51.0
blue hoodie,2019-01-07,48.0
blue hoodie,2019-01-14,48.0
blue hoodie,2019-01-21,46.0
blue hoodie,2019-01-28,46.0
blue hoodie,2019-02-04,44.0
blue hoodie,2019-02-11,46.0
blue hoodie,2019-02-18,46.0
blue hoodie,2019-02-25,46.0
blue hoodie,2019-03-04,48.0
blue hoodie,2019-03-11,41.0
blue hoodie,2019-03-18,40.0
blue hoodie,2019-03-25,40.0
blue hoodie,2019-04-01,41.0
blue hoodie,2019-04-08,37.0
blue hoodie,2019-04-15,36.0
blue hoodie,2019-04-22,33.0
blue hoodie,2019-04-29,37.0
blue hoodie,2019-05-06,29.0
blue hoodie,2019-05-13,32.0
blue hoodie,2019-05-20,31.0
blue hoodie,2019-05-27,32.0
blue hoodie,2019-06-03,31.0
blue hoodie,2019-06-10,32.0
blue hoodie,2019-06-17,33.0
blue hoodie,2019-06-24,28.0
blue hoodie,2019-07-01,25.0
blue hoodie,2019-07-08,31.0
blue hoodie,2019-07-15,34.0
blue hoodie,2019-07-22,30.0
blue hoodie,2019-07-29,36.0
blue hoodie,2019-08-05,36.0
blue hoodie,2019-08-12,42.0
blue hoodie,2019-08-19,39.0
blue hoodie,2019-08-26,42.0
blue hoodie,2019-09-02,40.0
blue hoodie,2019-09-09,45.0
blue hoodie,2019-09-16,49.0
blue hoodie,2019-09-23,47.0
blue hoodie,2019-09-30,52.0
blue hoodie,2019-10-07,58.0
blue hoodie,2019-10-14,57.0
blue hoodie,2019-10-21,58.0
blue hoodie,2019-10-28,59.0
blue hoodie,2019-11-04,63.0
blue hoodie,2019-11-11,71.0
blue hoodie,2019-11-18,74.0
blue hoodie,2019-11-25,92.0
blue hoodie,2019-12-02,100.0
blue hoodie,2019-12-09,90.0
blue hoodie,2019-12-16,94.0
blue hoodie,2019-12-23,88.0
blue hoodie,2019-12-30,68.0
blue hoodie,2020-01-06,62.0
blue hoodie,2020-01-13,59.0
blue hoodie,2020-01-20,62.0
blue hoodie,2020-01-27,56.0
blue hoodie,2020-02-03,55.0
blue hoodie,2020-02-10,61.0
blue hoodie,2020-02-17,59.0
blue hoodie,2020-02-24,60.0
blue hoodie,2020-03-02,58.0
blue hoodie,2020-03-09,52.0
blue hoodie,2020-03-16,44.0
blue hoodie,2020-03-23,44.0
blue hoodie,2020-03-30,51.0
blue hoodie,2020-04-06,53.0
blue hoodie,2020-04-13,54.0
blue hoodie,2020-04-20,57.0
blue hoodie,2020-04-27,56.0
blue hoodie,2020-05-04,55.0
blue hoodie,2020-05-11,60.0
blue hoodie,2020-05-18,55.0
blue hoodie,2020-05-25,51.0
blue hoodie,2020-06-01,47.0
blue hoodie,2020-06-08,55.0
blue hoodie,2020-06-15,47.0
blue hoodie,2020-06-22,45.0
blue hoodie,2020-06-29,51.0
blue hoodie,2020-07-06,53.0
blue hoodie,2020-07-13,52.0
blue hoodie,2020-07-20,50.0
blue hoodie,2020-07-27,49.0
blue hoodie,2020-08-03,54.0
blue hoodie,2020-08-10,46.0
blue hoodie,2020-08-17,50.0
blue hoodie,2020-08-24,52.0
blue hoodie,2020-08-31,59.0
blue hoodie,2020-09-07,58.0
blue hoodie,2020-09-14,57.0
blue hoodie,2020-09-21,69.0
blue hoodie,2020-09-28,68.0
white trousers,2018-08-27,70.0
white trousers,2018-09-03,69.0
white trousers,2018-09-10,61.0
white trousers,2018-09-17,61.0
white trousers,2018-09-24,62.0
white trousers,2018-10-01,65.0
white trousers,2018-10-08,59.0
white trousers,2018-10-15,61.0
white trousers,2018-10-22,61.0
white trousers,2018-10-29,50.0
white trousers,2018-11-05,53.0
white trousers,2018-11-12,56.0
white trousers,2018-11-19,63.0
white trousers,2018-11-26,70.0
white trousers,2018-12-03,61.0
white trousers,2018-12-10,58.0
white trousers,2018-12-17,50.0
white trousers,2018-12-24,51.0
white trousers,2018-12-31,48.0
white trousers,2019-01-07,64.0
white trousers,2019-01-14,59.0
white trousers,2019-01-21,64.0
white trousers,2019-01-28,60.0
white trousers,2019-02-04,65.0
white trousers,2019-02-11,63.0
white trousers,2019-02-18,65.0
white trousers,2019-02-25,70.0
white trousers,2019-03-04,71.0
white trousers,2019-03-11,67.0
white trousers,2019-03-18,71.0
white trousers,2019-03-25,71.0
white trousers,2019-04-01,74.0
white trousers,2019-04-08,78.0
white trousers,2019-04-15,85.0
white trousers,2019-04-22,94.0
white trousers,2019-04-29,88.0
white trousers,2019-05-06,89.0
white trousers,2019-05-13,89.0
white trousers,2019-05-20,94.0
white trousers,2019-05-27,98.0
white trousers,2019-06-03,88.0
white trousers,2019-06-10,84.0
white trousers,2019-06-17,87.0
white trousers,2019-06-24,99.0
white trousers,2019-07-01,100.0
white trousers,2019-07-08,95.0
white trousers,2019-07-15,94.0
white trousers,2019-07-22,86.0
white trousers,2019-07-29,89.0
white trousers,2019-08-05,80.0
white trousers,2019-08-12,77.0
white trousers,2019-08-19,72.0
white trousers,2019-08-26,69.0
white trousers,2019-09-02,65.0
white trousers,2019-09-09,64.0
white trousers,2019-09-16,68.0
white trousers,2019-09-23,58.0
white trousers,2019-09-30,62.0
white trousers,2019-10-07,55.0
white trousers,2019-10-14,56.0
white trousers,2019-10-21,60.0
white trousers,2019-10-28,52.0
white trousers,2019-11-04,50.0
white trousers,2019-11-11,57.0
white trousers,2019-11-18,62.0
white trousers,2019-11-25,60.0
white trousers,2019-12-02,59.0
white trousers,2019-12-09,55.0
white trousers,2019-12-16,53.0
white trousers,2019-12-23,48.0
white trousers,2019-12-30,62.0
white trousers,2020-01-06,59.0
white trousers,2020-01-13,61.0
white trousers,2020-01-20,60.0
white trousers,2020-01-27,63.0
white trousers,2020-02-03,60.0
white trousers,2020-02-10,62.0
white trousers,2020-02-17,75.0
white trousers,2020-02-24,67.0
white trousers,2020-03-02,61.0
white trousers,2020-03-09,54.0
white trousers,2020-03-16,33.0
white trousers,2020-03-23,29.0
white trousers,2020-03-30,37.0
white trousers,2020-04-06,42.0
white trousers,2020-04-13,40.0
white trousers,2020-04-20,48.0
white trousers,2020-04-27,48.0
white trousers,2020-05-04,57.0
white trousers,2020-05-11,55.0
white trousers,2020-05-18,56.0
white trousers,2020-05-25,61.0
white trousers,2020-06-01,58.0
white trousers,2020-06-08,56.0
white trousers,2020-06-15,64.0
white trousers,2020-06-22,70.0
white trousers,2020-06-29,70.0
white trousers,2020-07-06,73.0
white trousers,2020-07-13,69.0
white trousers,2020-07-20,77.0
white trousers,2020-07-27,81.0
white trousers,2020-08-03,75.0
white trousers,2020-08-10,75.0
white trousers,2020-08-17,73.0
white trousers,2020-08-24,72.0
white trousers,2020-08-31,61.0
white trousers,2020-09-07,61.0
white trousers,2020-09-14,55.0
white trousers,2020-09-21,53.0
white trousers,2020-09-28,54.0
yellow sweater,2018-08-27,47.0
yellow sweater,2018-09-03,53.0
yellow sweater,2018-09-10,61.0
yellow sweater,2018-09-17,58.0
yellow sweater,2018-09-24,74.0
yellow sweater,2018-10-01,74.0
yellow sweater,2018-10-08,78.0
yellow sweater,2018-10-15,84.0
yellow sweater,2018-10-22,90.0
yellow sweater,2018-10-29,86.0
yellow sweater,2018-11-05,81.0
yellow sweater,2018-11-12,90.0
yellow sweater,2018-11-19,100.0
yellow sweater,2018-11-26,89.0
yellow sweater,2018-12-03,85.0
yellow sweater,2018-12-10,87.0
yellow sweater,2018-12-17,86.0
yellow sweater,2018-12-24,80.0
yellow sweater,2018-12-31,71.0
yellow sweater,2019-01-07,62.0
yellow sweater,2019-01-14,61.0
yellow sweater,2019-01-21,64.0
yellow sweater,2019-01-28,64.0
yellow sweater,2019-02-04,59.0
yellow sweater,2019-02-11,55.0
yellow sweater,2019-02-18,58.0
yellow sweater,2019-02-25,55.0
yellow sweater,2019-03-04,54.0
yellow sweater,2019-03-11,52.0
yellow sweater,2019-03-18,49.0
yellow sweater,2019-03-25,48.0
yellow sweater,2019-04-01,43.0
yellow sweater,2019-04-08,47.0
yellow sweater,2019-04-15,52.0
yellow sweater,2019-04-22,40.0
yellow sweater,2019-04-29,38.0
yellow sweater,2019-05-06,36.0
yellow sweater,2019-05-13,34.0
yellow sweater,2019-05-20,34.0
yellow sweater,2019-05-27,37.0
yellow sweater,2019-06-03,28.0
yellow sweater,2019-06-10,31.0
yellow sweater,2019-06-17,36.0
yellow sweater,2019-06-24,28.0
yellow sweater,2019-07-01,32.0
yellow sweater,2019-07-08,36.0
yellow sweater,2019-07-15,34.0
yellow sweater,2019-07-22,33.0
yellow sweater,2019-07-29,37.0
yellow sweater,2019-08-05,38.0
yellow sweater,2019-08-12,39.0
yellow sweater,2019-08-19,38.0
yellow sweater,2019-08-26,39.0
yellow sweater,2019-09-02,43.0
yellow sweater,2019-09-09,52.0
yellow sweater,2019-09-16,52.0
yellow sweater,2019-09-23,57.0
yellow sweater,2019-09-30,60.0
yellow sweater,2019-10-07,70.0
yellow sweater,2019-10-14,75.0
yellow sweater,2019-10-21,83.0
yellow sweater,2019-10-28,79.0
yellow sweater,2019-11-04,68.0
yellow sweater,2019-11-11,73.0
yellow sweater,2019-11-18,72.0
yellow sweater,2019-11-25,76.0
yellow sweater,2019-12-02,78.0
yellow sweater,2019-12-09,77.0
yellow sweater,2019-12-16,80.0
yellow sweater,2019-12-23,72.0
yellow sweater,2019-12-30,71.0
yellow sweater,2020-01-06,56.0
yellow sweater,2020-01-13,58.0
yellow sweater,2020-01-20,61.0
yellow sweater,2020-01-27,59.0
yellow sweater,2020-02-03,53.0
yellow sweater,2020-02-10,50.0
yellow sweater,2020-02-17,52.0
yellow sweater,2020-02-24,48.0
yellow sweater,2020-03-02,45.0
yellow sweater,2020-03-09,35.0
yellow sweater,2020-03-16,34.0
yellow sweater,2020-03-23,28.0
yellow sweater,2020-03-30,29.0
yellow sweater,2020-04-06,33.0
yellow sweater,2020-04-13,36.0
yellow sweater,2020-04-20,35.0
yellow sweater,2020-04-27,28.0
yellow sweater,2020-05-04,34.0
yellow sweater,2020-05-11,39.0
yellow sweater,2020-05-18,34.0
yellow sweater,2020-05-25,34.0
yellow sweater,2020-06-01,34.0
yellow sweater,2020-06-08,34.0
yellow sweater,2020-06-15,32.0
yellow sweater,2020-06-22,29.0
yellow sweater,2020-06-29,33.0
yellow sweater,2020-07-06,36.0
yellow sweater,2020-07-13,38.0
yellow sweater,2020-07-20,31.0
yellow sweater,2020-07-27,33.0
yellow sweater,2020-08-03,37.0
yellow sweater,2020-08-10,36.0
yellow sweater,2020-08-17,34.0
yellow sweater,2020-08-24,43.0
yellow sweater,2020-08-31,41.0
yellow sweater,2020-09-07,51.0
yellow sweater,2020-09-14,58.0
yellow sweater,2020-09-21,57.0
yellow sweater,2020-09-28,61.0
beige dress,2018-08-27,71.0
beige dress,2018-09-03,73.0
beige dress,2018-09-10,73.0
beige dress,2018-09-17,74.0
beige dress,2018-09-24,74.0
beige dress,2018-10-01,75.0
beige dress,2018-10-08,75.0
beige dress,2018-10-15,71.0
beige dress,2018-10-22,72.0
beige dress,2018-10-29,63.0
beige dress,2018-11-05,69.0
beige dress,2018-11-12,73.0
beige dress,2018-11-19,69.0
beige dress,2018-11-26,70.0
beige dress,2018-12-03,72.0
beige dress,2018-12-10,69.0
beige dress,2018-12-17,60.0
beige dress,2018-12-24,60.0
beige dress,2018-12-31,59.0
beige dress,2019-01-07,68.0
beige dress,2019-01-14,71.0
beige dress,2019-01-21,72.0
beige dress,2019-01-28,70.0
beige dress,2019-02-04,76.0
beige dress,2019-02-11,72.0
beige dress,2019-02-18,76.0
beige dress,2019-02-25,81.0
beige dress,2019-03-04,82.0
beige dress,2019-03-11,79.0
beige dress,2019-03-18,88.0
beige dress,2019-03-25,84.0
beige dress,2019-04-01,87.0
beige dress,2019-04-08,89.0
beige dress,2019-04-15,83.0
beige dress,2019-04-22,91.0
beige dress,2019-04-29,93.0
beige dress,2019-05-06,100.0
beige dress,2019-05-13,82.0
beige dress,2019-05-20,85.0
beige dress,2019-05-27,98.0
beige dress,2019-06-03,91.0
beige dress,2019-06-10,88.0
beige dress,2019-06-17,87.0
beige dress,2019-06-24,92.0
beige dress,2019-07-01,81.0
beige dress,2019-07-08,83.0
beige dress,2019-07-15,84.0
beige dress,2019-07-22,81.0
beige dress,2019-07-29,83.0
beige dress,2019-08-05,80.0
beige dress,2019-08-12,77.0
beige dress,2019-08-19,86.0
beige dress,2019-08-26,82.0
beige dress,2019-09-02,83.0
beige dress,2019-09-09,84.0
beige dress,2019-09-16,85.0
beige dress,2019-09-23,80.0
beige dress,2019-09-30,88.0
beige dress,2019-10-07,91.0
beige dress,2019-10-14,78.0
beige dress,2019-10-21,83.0
beige dress,2019-10-28,74.0
beige dress,2019-11-04,78.0
beige dress,2019-11-11,78.0
beige dress,2019-11-18,88.0
beige dress,2019-11-25,80.0
beige dress,2019-12-02,75.0
beige dress,2019-12-09,69.0
beige dress,2019-12-16,75.0
beige dress,2019-12-23,66.0
beige dress,2019-12-30,73.0
beige dress,2020-01-06,73.0
beige dress,2020-01-13,83.0
beige dress,2020-01-20,85.0
beige dress,2020-01-27,77.0
beige dress,2020-02-03,76.0
beige dress,2020-02-10,85.0
beige dress,2020-02-17,88.0
beige dress,2020-02-24,86.0
beige dress,2020-03-02,87.0
beige dress,2020-03-09,75.0
beige dress,2020-03-16,45.0
beige dress,2020-03-23,35.0
beige dress,2020-03-30,40.0
beige dress,2020-04-06,41.0
beige dress,2020-04-13,45.0
beige dress,2020-04-20,43.0
beige dress,2020-04-27,52.0
beige dress,2020-05-04,52.0
beige dress,2020-05-11,63.0
beige dress,2020-05-18,62.0
beige dress,2020-05-25,66.0
beige dress,2020-06-01,62.0
beige dress,2020-06-08,73.0
beige dress,2020-06-15,73.0
beige dress,2020-06-22,81.0
beige dress,2020-06-29,80.0
beige dress,2020-07-06,74.0
beige dress,2020-07-13,79.0
beige dress,2020-07-20,81.0
beige dress,2020-07-27,82.0
beige dress,2020-08-03,83.0
beige dress,2020-08-10,84.0
beige dress,2020-08-17,87.0
beige dress,2020-08-24,75.0
beige dress,2020-08-31,79.0
beige dress,2020-09-07,82.0
beige dress,2020-09-14,80.0
beige dress,2020-09-21,75.0
beige dress,2020-09-28,86.0
blue jacket,2018-08-27,55.0
blue jacket,2018-09-03,57.0
blue jacket,2018-09-10,58.0
blue jacket,2018-09-17,59.0
blue jacket,2018-09-24,66.0
blue jacket,2018-10-01,70.0
blue jacket,2018-10-08,67.0
blue jacket,2018-10-15,77.0
blue jacket,2018-10-22,77.0
blue jacket,2018-10-29,77.0
blue jacket,2018-11-05,78.0
blue jacket,2018-11-12,80.0
blue jacket,2018-11-19,96.0
blue jacket,2018-11-26,100.0
blue jacket,2018-12-03,90.0
blue jacket,2018-12-10,89.0
blue jacket,2018-12-17,83.0
blue jacket,2018-12-24,84.0
blue jacket,2018-12-31,75.0
blue jacket,2019-01-07,74.0
blue jacket,2019-01-14,75.0
blue jacket,2019-01-21,73.0
blue jacket,2019-01-28,70.0
blue jacket,2019-02-04,72.0
blue jacket,2019-02-11,66.0
blue jacket,2019-02-18,69.0
blue jacket,2019-02-25,63.0
blue jacket,2019-03-04,67.0
blue jacket,2019-03-11,61.0
blue jacket,2019-03-18,64.0
blue jacket,2019-03-25,62.0
blue jacket,2019-04-01,65.0
blue jacket,2019-04-08,60.0
blue jacket,2019-04-15,68.0
blue jacket,2019-04-22,63.0
blue jacket,2019-04-29,71.0
blue jacket,2019-05-06,61.0
blue jacket,2019-05-13,53.0
blue jacket,2019-05-20,50.0
blue jacket,2019-05-27,57.0
blue jacket,2019-06-03,55.0
blue jacket,2019-06-10,54.0
blue jacket,2019-06-17,52.0
blue jacket,2019-06-24,45.0
blue jacket,2019-07-01,45.0
blue jacket,2019-07-08,49.0
blue jacket,2019-07-15,49.0
blue jacket,2019-07-22,47.0
blue jacket,2019-07-29,49.0
blue jacket,2019-08-05,55.0
blue jacket,2019-08-12,59.0
blue jacket,2019-08-19,56.0
blue jacket,2019-08-26,54.0
blue jacket,2019-09-02,58.0
blue jacket,2019-09-09,57.0
blue jacket,2019-09-16,64.0
blue jacket,2019-09-23,62.0
blue jacket,2019-09-30,73.0
blue jacket,2019-10-07,74.0
blue jacket,2019-10-14,81.0
blue jacket,2019-10-21,77.0
blue jacket,2019-10-28,77.0
blue jacket,2019-11-04,80.0
blue jacket,2019-11-11,88.0
blue jacket,2019-11-18,88.0
blue jacket,2019-11-25,98.0
blue jacket,2019-12-02,99.0
blue jacket,2019-12-09,94.0
blue jacket,2019-12-16,91.0
blue jacket,2019-12-23,86.0
blue jacket,2019-12-30,83.0
blue jacket,2020-01-06,75.0
blue jacket,2020-01-13,75.0
blue jacket,2020-01-20,74.0
blue jacket,2020-01-27,65.0
blue jacket,2020-02-03,71.0
blue jacket,2020-02-10,70.0
blue jacket,2020-02-17,68.0
blue jacket,2020-02-24,65.0
blue jacket,2020-03-02,64.0
blue jacket,2020-03-09,55.0
blue jacket,2020-03-16,41.0
blue jacket,2020-03-23,34.0
blue jacket,2020-03-30,38.0
blue jacket,2020-04-06,40.0
blue jacket,2020-04-13,40.0
blue jacket,2020-04-20,40.0
blue jacket,2020-04-27,44.0
blue jacket,2020-05-04,44.0
blue jacket,2020-05-11,44.0
blue jacket,2020-05-18,45.0
blue jacket,2020-05-25,40.0
blue jacket,2020-06-01,40.0
blue jacket,2020-06-08,44.0
blue jacket,2020-06-15,44.0
blue jacket,2020-06-22,43.0
blue jacket,2020-06-29,45.0
blue jacket,2020-07-06,47.0
blue jacket,2020-07-13,47.0
blue jacket,2020-07-20,48.0
blue jacket,2020-07-27,55.0
blue jacket,2020-08-03,50.0
blue jacket,2020-08-10,49.0
blue jacket,2020-08-17,51.0
blue jacket,2020-08-24,54.0
blue jacket,2020-08-31,56.0
blue jacket,2020-09-07,55.0
blue jacket,2020-09-14,55.0
blue jacket,2020-09-21,66.0
blue jacket,2020-09-28,68.0
grey dress,2018-08-27,83.0
grey dress,2018-09-03,85.0
grey dress,2018-09-10,87.0
grey dress,2018-09-17,85.0
grey dress,2018-09-24,88.0
grey dress,2018-10-01,87.0
grey dress,2018-10-08,92.0
grey dress,2018-10-15,91.0
grey dress,2018-10-22,90.0
grey dress,2018-10-29,82.0
grey dress,2018-11-05,86.0
grey dress,2018-11-12,84.0
grey dress,2018-11-19,86.0
grey dress,2018-11-26,90.0
grey dress,2018-12-03,89.0
grey dress,2018-12-10,84.0
grey dress,2018-12-17,68.0
grey dress,2018-12-24,74.0
grey dress,2018-12-31,82.0
grey dress,2019-01-07,85.0
grey dress,2019-01-14,92.0
grey dress,2019-01-21,84.0
grey dress,2019-01-28,83.0
grey dress,2019-02-04,79.0
grey dress,2019-02-11,84.0
grey dress,2019-02-18,83.0
grey dress,2019-02-25,79.0
grey dress,2019-03-04,85.0
grey dress,2019-03-11,82.0
grey dress,2019-03-18,86.0
grey dress,2019-03-25,85.0
grey dress,2019-04-01,86.0
grey dress,2019-04-08,86.0
grey dress,2019-04-15,85.0
grey dress,2019-04-22,83.0
grey dress,2019-04-29,91.0
grey dress,2019-05-06,100.0
grey dress,2019-05-13,84.0
grey dress,2019-05-20,81.0
grey dress,2019-05-27,81.0
grey dress,2019-06-03,81.0
grey dress,2019-06-10,72.0
grey dress,2019-06-17,78.0
grey dress,2019-06-24,78.0
grey dress,2019-07-01,72.0
grey dress,2019-07-08,73.0
grey dress,2019-07-15,74.0
grey dress,2019-07-22,71.0
grey dress,2019-07-29,75.0
grey dress,2019-08-05,77.0
grey dress,2019-08-12,76.0
grey dress,2019-08-19,76.0
grey dress,2019-08-26,73.0
grey dress,2019-09-02,80.0
grey dress,2019-09-09,79.0
grey dress,2019-09-16,80.0
grey dress,2019-09-23,83.0
grey dress,2019-09-30,85.0
grey dress,2019-10-07,83.0
grey dress,2019-10-14,91.0
