term,week_start,value
black necklace,2020-02-03,38.0
black necklace,2020-02-10,42.0
black necklace,2020-02-17,35.0
black necklace,2020-02-24,36.0
black necklace,2020-03-02,34.0
black necklace,2020-03-09,28.0
black necklace,2020-03-16,25.0
black necklace,2020-03-23,22.0
black necklace,2020-03-30,31.0
black necklace,2020-04-06,31.0
black necklace,2020-04-13,28.0
black necklace,2020-04-20,31.0
black necklace,2020-04-27,33.0
black necklace,2020-05-04,34.0
black necklace,2020-05-11,33.0
black necklace,2020-05-18,35.0
black necklace,2020-05-25,33.0
black necklace,2020-06-01,39.0
black necklace,2020-06-08,35.0
black necklace,2020-06-15,39.0
black necklace,2020-06-22,37.0
black necklace,2020-06-29,40.0
black necklace,2020-07-06,36.0
black necklace,2020-07-13,38.0
black necklace,2020-07-20,40.0
black necklace,2020-07-27,37.0
black necklace,2020-08-03,40.0
black necklace,2020-08-10,40.0
black necklace,2020-08-17,40.0
black necklace,2020-08-24,43.0
black necklace,2020-08-31,45.0
black necklace,2020-09-07,43.0
black necklace,2020-09-14,39.0
black necklace,2020-09-21,41.0
black necklace,2020-09-28,41.0
black pumps,2018-08-27,70.0
black pumps,2018-09-03,86.0
black pumps,2018-09-10,79.0
black pumps,2018-09-17,76.0
black pumps,2018-09-24,72.0
black pumps,2018-10-01,82.0
black pumps,2018-10-08,84.0
black pumps,2018-10-15,74.0
black pumps,2018-10-22,73.0
black pumps,2018-10-29,69.0
black pumps,2018-11-05,77.0
black pumps,2018-11-12,79.0
black pumps,2018-11-19,86.0
black pumps,2018-11-26,85.0
black pumps,2018-12-03,80.0
black pumps,2018-12-10,71.0
black pumps,2018-12-17,66.0
black pumps,2018-12-24,73.0
black pumps,2018-12-31,74.0
black pumps,2019-01-07,70.0
black pumps,2019-01-14,75.0
black pumps,2019-01-21,67.0
black pumps,2019-01-28,67.0
black pumps,2019-02-04,67.0
black pumps,2019-02-11,64.0
black pumps,2019-02-18,70.0
black pumps,2019-02-25,67.0
black pumps,2019-03-04,68.0
black pumps,2019-03-11,65.0
black pumps,2019-03-18,72.0
black pumps,2019-03-25,79.0
black pumps,2019-04-01,74.0
black pumps,2019-04-08,75.0
black pumps,2019-04-15,68.0
black pumps,2019-04-22,70.0
black pumps,2019-04-29,72.0
black pumps,2019-05-06,68.0
black pumps,2019-05-13,64.0
black pumps,2019-05-20,65.0
black pumps,2019-05-27,60.0
black pumps,2019-06-03,59.0
black pumps,2019-06-10,63.0
black pumps,2019-06-17,61.0
black pumps,2019-06-24,56.0
black pumps,2019-07-01,55.0
black pumps,2019-07-08,63.0
black pumps,2019-07-15,66.0
black pumps,2019-07-22,59.0
black pumps,2019-07-29,62.0
black pumps,2019-08-05,59.0
black pumps,2019-08-12,72.0
black pumps,2019-08-19,66.0
black pumps,2019-08-26,71.0
black pumps,2019-09-02,73.0
black pumps,2019-09-09,74.0
black pumps,2019-09-16,73.0
black pumps,2019-09-23,76.0
black pumps,2019-09-30,76.0
black pumps,2019-10-07,74.0
black pumps,2019-10-14,74.0
black pumps,2019-10-21,72.0
black pumps,2019-10-28,69.0
black pumps,2019-11-04,73.0
black pumps,2019-11-11,80.0
black pumps,2019-11-18,83.0
black pumps,2019-11-25,100.0
black pumps,2019-12-02,88.0
black pumps,2019-12-09,77.0
black pumps,2019-12-16,70.0
black pumps,2019-12-23,67.0
black pumps,2019-12-30,76.0
black pumps,2020-01-06,78.0
black pumps,2020-01-13,74.0
black pumps,2020-01-20,69.0
black pumps,2020-01-27,66.0
black pumps,2020-02-03,69.0
black pumps,2020-02-10,65.0
black pumps,2020-02-17,72.0
black pumps,2020-02-24,68.0
black pumps,2020-03-02,68.0
black pumps,2020-03-09,55.0
black pumps,2020-03-16,33.0
black pumps,2020-03-23,31.0
black pumps,2020-03-30,35.0
black pumps,2020-04-06,36.0
black pumps,2020-04-13,37.0
black pumps,2020-04-20,38.0
black pumps,2020-04-27,39.0
black pumps,2020-05-04,47.0
black pumps,2020-05-11,39.0
black pumps,2020-05-18,46.0
black pumps,2020-05-25,42.0
black pumps,2020-06-01,49.0
black pumps,2020-06-08,47.0
black pumps,2020-06-15,42.0
black pumps,2020-06-22,46.0
black pumps,2020-06-29,47.0
black pumps,2020-07-06,48.0
black pumps,2020-07-13,54.0
black pumps,2020-07-20,48.0
black pumps,2020-07-27,48.0
black pumps,2020-08-03,56.0
black pumps,2020-08-10,53.0
black pumps,2020-08-17,59.0
black pumps,2020-08-24,62.0
black pumps,2020-08-31,53.0
black pumps,2020-09-07,55.0
black pumps,2020-09-14,53.0
black pumps,2020-09-21,55.0
black pumps,2020-09-28,55.0
black sarong,2018-08-27,45.0
black sarong,2018-09-03,19.0
black sarong,2018-09-10,28.0
black sarong,2018-09-17,19.0
black sarong,2018-09-24,22.0
black sarong,2018-10-01,0.0
black sarong,2018-10-08,26.0
black sarong,2018-10-15,0.0
black sarong,2018-10-22,0.0
black sarong,2018-10-29,0.0
black sarong,2018-11-05,0.0
black sarong,2018-11-12,21.0
black sarong,2018-11-19,0.0
black sarong,2018-11-26,29.0
black sarong,2018-12-03,0.0
black sarong,2018-12-10,0.0
black sarong,2018-12-17,22.0
black sarong,2018-12-24,0.0
black sarong,2018-12-31,21.0
black sarong,2019-01-07,24.0
black sarong,2019-01-14,29.0
black sarong,2019-01-21,28.0
black sarong,2019-01-28,19.0
black sarong,2019-02-04,0.0
black sarong,2019-02-11,30.0
black sarong,2019-02-18,28.0
black sarong,2019-02-25,28.0
black sarong,2019-03-04,32.0
black sarong,2019-03-11,32.0
black sarong,2019-03-18,28.0
black sarong,2019-03-25,49.0
black sarong,2019-04-01,53.0
black sarong,2019-04-08,25.0
black sarong,2019-04-15,43.0
black sarong,2019-04-22,41.0
black sarong,2019-04-29,46.0
black sarong,2019-05-06,59.0
black sarong,2019-05-13,67.0
black sarong,2019-05-20,70.0
black sarong,2019-05-27,62.0
black sarong,2019-06-03,69.0
black sarong,2019-06-10,70.0
black sarong,2019-06-17,81.0
black sarong,2019-06-24,76.0
black sarong,2019-07-01,77.0
black sarong,2019-07-08,74.0
black sarong,2019-07-15,94.0
black sarong,2019-07-22,74.0
black sarong,2019-07-29,100.0
black sarong,2019-08-05,76.0
black sarong,2019-08-12,70.0
black sarong,2019-08-19,58.0
black sarong,2019-08-26,52.0
black sarong,2019-09-02,39.0
black sarong,2019-09-09,39.0
black sarong,2019-09-16,31.0
black sarong,2019-09-23,21.0
black sarong,2019-09-30,22.0
black sarong,2019-10-07,22.0
black sarong,2019-10-14,21.0
black sarong,2019-10-21,0.0
black sarong,2019-10-28,23.0
black sarong,2019-11-04,18.0
black sarong,2019-11-11,16.0
black sarong,2019-11-18,0.0
black sarong,2019-11-25,16.0
black sarong,2019-12-02,22.0
black sarong,2019-12-09,0.0
black sarong,2019-12-16,0.0
black sarong,2019-12-23,0.0
black sarong,2019-12-30,35.0
black sarong,2020-01-06,23.0
black sarong,2020-01-13,34.0
black sarong,2020-01-20,0.0
black sarong,2020-01-27,31.0
black sarong,2020-02-03,21.0
black sarong,2020-02-10,24.0
black sarong,2020-02-17,37.0
black sarong,2020-02-24,24.0
black sarong,2020-03-02,31.0
black sarong,2020-03-09,0.0
black sarong,2020-03-16,0.0
black sarong,2020-03-23,39.0
black sarong,2020-03-30,0.0
black sarong,2020-04-06,0.0
black sarong,2020-04-13,15.0
black sarong,2020-04-20,14.0
black sarong,2020-04-27,0.0
black sarong,2020-05-04,21.0
black sarong,2020-05-11,21.0
black sarong,2020-05-18,18.0
black sarong,2020-05-25,28.0
black sarong,2020-06-01,20.0
black sarong,2020-06-08,23.0
black sarong,2020-06-15,28.0
black sarong,2020-06-22,26.0
black sarong,2020-06-29,33.0
black sarong,2020-07-06,36.0
black sarong,2020-07-13,39.0
black sarong,2020-07-20,37.0
black sarong,2020-07-27,30.0
black sarong,2020-08-03,33.0
black sarong,2020-08-10,30.0
black sarong,2020-08-17,25.0
black sarong,2020-08-24,19.0
black sarong,2020-08-31,0.0
black sarong,2020-09-07,0.0
black sarong,2020-09-14,15.0
black sarong,2020-09-21,15.0
black sarong,2020-09-28,0.0
blue beanie,2018-08-27,24.0
blue beanie,2018-09-03,40.0
blue beanie,2018-09-10,29.0
blue beanie,2018-09-17,32.0
blue beanie,2018-09-24,38.0
blue beanie,2018-10-01,43.0
blue beanie,2018-10-08,38.0
blue beanie,2018-10-15,55.0
blue beanie,2018-10-22,55.0
blue beanie,2018-10-29,61.0
blue beanie,2018-11-05,69.0
blue beanie,2018-11-12,71.0
blue beanie,2018-11-19,88.0
blue beanie,2018-11-26,95.0
blue beanie,2018-12-03,87.0
blue beanie,2018-12-10,87.0
blue beanie,2018-12-17,84.0
blue beanie,2018-12-24,79.0
blue beanie,2018-12-31,59.0
blue beanie,2019-01-07,53.0
blue beanie,2019-01-14,48.0
blue beanie,2019-01-21,57.0
blue beanie,2019-01-28,59.0
blue beanie,2019-02-04,51.0
blue beanie,2019-02-11,45.0
blue beanie,2019-02-18,47.0
blue beanie,2019-02-25,38.0
blue beanie,2019-03-04,38.0
blue beanie,2019-03-11,37.0
blue beanie,2019-03-18,34.0
blue beanie,2019-03-25,32.0
blue beanie,2019-04-01,31.0
blue beanie,2019-04-08,26.0
blue beanie,2019-04-15,27.0
blue beanie,2019-04-22,21.0
blue beanie,2019-04-29,23.0
blue beanie,2019-05-06,18.0
blue beanie,2019-05-13,17.0
blue beanie,2019-05-20,25.0
blue beanie,2019-05-27,25.0
blue beanie,2019-06-03,29.0
blue beanie,2019-06-10,34.0
blue beanie,2019-06-17,29.0
blue beanie,2019-06-24,31.0
blue beanie,2019-07-01,31.0
blue beanie,2019-07-08,27.0
blue beanie,2019-07-15,32.0
blue beanie,2019-07-22,31.0
blue beanie,2019-07-29,30.0
blue beanie,2019-08-05,32.0
blue beanie,2019-08-12,28.0
blue beanie,2019-08-19,36.0
blue beanie,2019-08-26,31.0
blue beanie,2019-09-02,33.0
blue beanie,2019-09-09,33.0
blue beanie,2019-09-16,35.0
blue beanie,2019-09-23,39.0
blue beanie,2019-09-30,43.0
blue beanie,2019-10-07,52.0
blue beanie,2019-10-14,43.0
blue beanie,2019-10-21,51.0
blue beanie,2019-10-28,66.0
blue beanie,2019-11-04,66.0
blue beanie,2019-11-11,78.0
blue beanie,2019-11-18,78.0
blue beanie,2019-11-25,97.0
blue beanie,2019-12-02,100.0
blue beanie,2019-12-09,96.0
blue beanie,2019-12-16,100.0
blue beanie,2019-12-23,76.0
blue beanie,2019-12-30,66.0
blue beanie,2020-01-06,61.0
blue beanie,2020-01-13,50.0
blue beanie,2020-01-20,56.0
blue beanie,2020-01-27,59.0
blue beanie,2020-02-03,45.0
blue beanie,2020-02-10,54.0
blue beanie,2020-02-17,57.0
blue beanie,2020-02-24,46.0
blue beanie,2020-03-02,34.0
blue beanie,2020-03-09,34.0
blue beanie,2020-03-16,32.0
blue beanie,2020-03-23,28.0
blue beanie,2020-03-30,32.0
blue beanie,2020-04-06,35.0
blue beanie,2020-04-13,35.0
blue beanie,2020-04-20,33.0
blue beanie,2020-04-27,38.0
blue beanie,2020-05-04,33.0
blue beanie,2020-05-11,36.0
blue beanie,2020-05-18,40.0
blue beanie,2020-05-25,36.0
blue beanie,2020-06-01,28.0
blue beanie,2020-06-08,35.0
blue beanie,2020-06-15,36.0
blue beanie,2020-06-22,39.0
blue beanie,2020-06-29,35.0
blue beanie,2020-07-06,36.0
blue beanie,2020-07-13,32.0
blue beanie,2020-07-20,45.0
blue beanie,2020-07-27,39.0
blue beanie,2020-08-03,42.0
blue beanie,2020-08-10,37.0
blue beanie,2020-08-17,40.0
blue beanie,2020-08-24,36.0
blue beanie,2020-08-31,47.0
blue beanie,2020-09-07,39.0
blue beanie,2020-09-14,48.0
blue beanie,2020-09-21,51.0
blue beanie,2020-09-28,50.0
blue bikini,2018-08-27,57.0
blue bikini,2018-09-03,47.0
blue bikini,2018-09-10,64.0
blue bikini,2018-09-17,50.0
blue bikini,2018-09-24,51.0
blue bikini,2018-10-01,49.0
blue bikini,2018-10-08,44.0
blue bikini,2018-10-15,39.0
blue bikini,2018-10-22,41.0
blue bikini,2018-10-29,44.0
blue bikini,2018-11-05,36.0
blue bikini,2018-11-12,35.0
blue bikini,2018-11-19,45.0
blue bikini,2018-11-26,44.0
blue bikini,2018-12-03,41.0
blue bikini,2018-12-10,44.0
blue bikini,2018-12-17,40.0
blue bikini,2018-12-24,42.0
blue bikini,2018-12-31,54.0
blue bikini,2019-01-07,51.0
blue bikini,2019-01-14,51.0
blue bikini,2019-01-21,53.0
blue bikini,2019-01-28,46.0
blue bikini,2019-02-04,50.0
blue bikini,2019-02-11,50.0
blue bikini,2019-02-18,54.0
blue bikini,2019-02-25,55.0
blue bikini,2019-03-04,54.0
blue bikini,2019-03-11,57.0
blue bikini,2019-03-18,66.0
blue bikini,2019-03-25,61.0
blue bikini,2019-04-01,66.0
blue bikini,2019-04-08,55.0
blue bikini,2019-04-15,61.0
blue bikini,2019-04-22,63.0
blue bikini,2019-04-29,66.0
blue bikini,2019-05-06,58.0
blue bikini,2019-05-13,59.0
blue bikini,2019-05-20,68.0
blue bikini,2019-05-27,77.0
blue bikini,2019-06-03,71.0
blue bikini,2019-06-10,76.0
blue bikini,2019-06-17,72.0
blue bikini,2019-06-24,80.0
blue bikini,2019-07-01,83.0
blue bikini,2019-07-08,65.0
blue bikini,2019-07-15,68.0
blue bikini,2019-07-22,67.0
blue bikini,2019-07-29,67.0
blue bikini,2019-08-05,56.0
blue bikini,2019-08-12,56.0
blue bikini,2019-08-19,51.0
blue bikini,2019-08-26,47.0
blue bikini,2019-09-02,44.0
blue bikini,2019-09-09,40.0
blue bikini,2019-09-16,42.0
blue bikini,2019-09-23,34.0
blue bikini,2019-09-30,33.0
blue bikini,2019-10-07,32.0
blue bikini,2019-10-14,30.0
blue bikini,2019-10-21,35.0
blue bikini,2019-10-28,30.0
blue bikini,2019-11-04,29.0
blue bikini,2019-11-11,35.0
blue bikini,2019-11-18,32.0
blue bikini,2019-11-25,32.0
blue bikini,2019-12-02,31.0
blue bikini,2019-12-09,34.0
blue bikini,2019-12-16,33.0
blue bikini,2019-12-23,35.0
blue bikini,2019-12-30,41.0
blue bikini,2020-01-06,42.0
blue bikini,2020-01-13,48.0
blue bikini,2020-01-20,44.0
blue bikini,2020-01-27,43.0
blue bikini,2020-02-03,48.0
blue bikini,2020-02-10,44.0
blue bikini,2020-02-17,48.0
blue bikini,2020-02-24,44.0
blue bikini,2020-03-02,50.0
blue bikini,2020-03-09,45.0
blue bikini,2020-03-16,46.0
blue bikini,2020-03-23,51.0
blue bikini,2020-03-30,45.0
blue bikini,2020-04-06,56.0
blue bikini,2020-04-13,59.0
blue bikini,2020-04-20,57.0
blue bikini,2020-04-27,62.0
blue bikini,2020-05-04,67.0
blue bikini,2020-05-11,64.0
blue bikini,2020-05-18,82.0
blue bikini,2020-05-25,90.0
blue bikini,2020-06-01,84.0
blue bikini,2020-06-08,86.0
blue bikini,2020-06-15,92.0
blue bikini,2020-06-22,100.0
blue bikini,2020-06-29,94.0
blue bikini,2020-07-06,85.0
blue bikini,2020-07-13,71.0
blue bikini,2020-07-20,70.0
blue bikini,2020-07-27,73.0
blue bikini,2020-08-03,66.0
blue bikini,2020-08-10,61.0
blue bikini,2020-08-17,53.0
blue bikini,2020-08-24,48.0
blue bikini,2020-08-31,45.0
blue bikini,2020-09-07,40.0
blue bikini,2020-09-14,39.0
blue bikini,2020-09-21,38.0
blue bikini,2020-09-28,36.0
blue coat,2018-08-27,50.0
blue coat,2018-09-03,55.0
blue coat,2018-09-10,58.0
blue coat,2018-09-17,64.0
blue coat,2018-09-24,67.0
blue coat,2018-10-01,66.0
blue coat,2018-10-08,73.0
blue coat,2018-10-15,80.0
blue coat,2018-10-22,81.0
blue coat,2018-10-29,81.0
blue coat,2018-11-05,82.0
blue coat,2018-11-12,90.0
blue coat,2018-11-19,93.0
blue coat,2018-11-26,98.0
blue coat,2018-12-03,90.0
blue coat,2018-12-10,100.0
blue coat,2018-12-17,83.0
blue coat,2018-12-24,83.0
blue coat,2018-12-31,78.0
blue coat,2019-01-07,81.0
blue coat,2019-01-14,81.0
blue coat,2019-01-21,81.0
blue coat,2019-01-28,84.0
blue coat,2019-02-04,76.0
blue coat,2019-02-11,69.0
blue coat,2019-02-18,65.0
blue coat,2019-02-25,62.0
blue coat,2019-03-04,66.0
blue coat,2019-03-11,57.0
blue coat,2019-03-18,56.0
blue coat,2019-03-25,54.0
blue coat,2019-04-01,52.0
blue coat,2019-04-08,50.0
blue coat,2019-04-15,47.0
blue coat,2019-04-22,46.0
blue coat,2019-04-29,45.0
blue coat,2019-05-06,46.0
blue coat,2019-05-13,44.0
blue coat,2019-05-20,40.0
blue coat,2019-05-27,37.0
blue coat,2019-06-03,39.0
blue coat,2019-06-10,39.0
blue coat,2019-06-17,40.0
blue coat,2019-06-24,37.0
blue coat,2019-07-01,40.0
blue coat,2019-07-08,36.0
blue coat,2019-07-15,38.0
blue coat,2019-07-22,36.0
blue coat,2019-07-29,38.0
blue coat,2019-08-05,42.0
blue coat,2019-08-12,50.0
blue coat,2019-08-19,49.0
blue coat,2019-08-26,50.0
blue coat,2019-09-02,60.0
blue coat,2019-09-09,61.0
blue coat,2019-09-16,58.0
blue coat,2019-09-23,66.0
blue coat,2019-09-30,74.0
blue coat,2019-10-07,76.0
blue coat,2019-10-14,79.0
blue coat,2019-10-21,81.0
blue coat,2019-10-28,82.0
blue coat,2019-11-04,92.0
blue coat,2019-11-11,100.0
blue coat,2019-11-18,99.0
blue coat,2019-11-25,93.0
blue coat,2019-12-02,90.0
blue coat,2019-12-09,87.0
blue coat,2019-12-16,88.0
blue coat,2019-12-23,95.0
blue coat,2019-12-30,80.0
blue coat,2020-01-06,80.0
blue coat,2020-01-13,82.0
blue coat,2020-01-20,79.0
blue coat,2020-01-27,78.0
blue coat,2020-02-03,73.0
blue coat,2020-02-10,71.0
blue coat,2020-02-17,67.0
blue coat,2020-02-24,65.0
blue coat,2020-03-02,63.0
blue coat,2020-03-09,53.0
blue coat,2020-03-16,40.0
blue coat,2020-03-23,32.0
blue coat,2020-03-30,32.0
blue coat,2020-04-06,31.0
blue coat,2020-04-13,31.0
blue coat,2020-04-20,35.0
blue coat,2020-04-27,33.0
blue coat,2020-05-04,32.0
blue coat,2020-05-11,35.0
blue coat,2020-05-18,35.0
blue coat,2020-05-25,31.0
blue coat,2020-06-01,34.0
blue coat,2020-06-08,40.0
blue coat,2020-06-15,37.0
blue coat,2020-06-22,32.0
blue coat,2020-06-29,37.0
blue coat,2020-07-06,40.0
blue coat,2020-07-13,36.0
blue coat,2020-07-20,39.0
blue coat,2020-07-27,39.0
blue coat,2020-08-03,35.0
blue coat,2020-08-10,39.0
blue coat,2020-08-17,45.0
blue coat,2020-08-24,51.0
blue coat,2020-08-31,54.0
blue coat,2020-09-07,58.0
blue coat,2020-09-14,53.0
blue coat,2020-09-21,63.0
blue coat,2020-09-28,69.0
blue headband,2018-08-27,45.0
blue headband,2018-09-03,43.0
blue headband,2018-09-10,49.0
blue headband,2018-09-17,66.0
blue headband,2018-09-24,60.0
blue headband,2018-10-01,62.0
blue headband,2018-10-08,83.0
blue headband,2018-10-15,76.0
blue headband,2018-10-22,78.0
blue headband,2018-10-29,74.0
blue headband,2018-11-05,66.0
blue headband,2018-11-12,56.0
blue headband,2018-11-19,60.0
blue headband,2018-11-26,51.0
blue headband,2018-12-03,56.0
blue headband,2018-12-10,66.0
blue headband,2018-12-17,46.0
blue headband,2018-12-24,49.0
blue headband,2018-12-31,47.0
blue headband,2019-01-07,49.0
blue headband,2019-01-14,48.0
blue headband,2019-01-21,58.0
blue headband,2019-01-28,60.0
blue headband,2019-02-04,56.0
blue headband,2019-02-11,57.0
blue headband,2019-02-18,52.0
blue headband,2019-02-25,50.0
blue headband,2019-03-04,72.0
blue headband,2019-03-11,47.0
blue headband,2019-03-18,57.0
blue headband,2019-03-25,67.0
blue headband,2019-04-01,68.0
blue headband,2019-04-08,59.0
blue headband,2019-04-15,66.0
blue headband,2019-04-22,52.0
blue headband,2019-04-29,62.0
blue headband,2019-05-06,52.0
blue headband,2019-05-13,72.0
blue headband,2019-05-20,62.0
blue headband,2019-05-27,62.0
blue headband,2019-06-03,58.0
blue headband,2019-06-10,57.0
blue headband,2019-06-17,63.0
blue headband,2019-06-24,66.0
blue headband,2019-07-01,71.0
blue headband,2019-07-08,66.0
blue headband,2019-07-15,69.0
blue headband,2019-07-22,52.0
blue headband,2019-07-29,67.0
blue headband,2019-08-05,55.0
blue headband,2019-08-12,67.0
blue headband,2019-08-19,69.0
blue headband,2019-08-26,53.0
blue headband,2019-09-02,69.0
blue headband,2019-09-09,70.0
blue headband,2019-09-16,64.0
blue headband,2019-09-23,52.0
blue headband,2019-09-30,77.0
blue headband,2019-10-07,82.0
blue headband,2019-10-14,74.0
blue headband,2019-10-21,100.0
blue headband,2019-10-28,79.0
blue headband,2019-11-04,72.0
blue headband,2019-11-11,63.0
blue headband,2019-11-18,56.0
blue headband,2019-11-25,63.0
blue headband,2019-12-02,65.0
blue headband,2019-12-09,65.0
blue headband,2019-12-16,62.0
blue headband,2019-12-23,51.0
blue headband,2019-12-30,61.0
blue headband,2020-01-06,50.0
blue headband,2020-01-13,62.0
blue headband,2020-01-20,57.0
blue headband,2020-01-27,59.0
blue headband,2020-02-03,58.0
blue headband,2020-02-10,48.0
blue headband,2020-02-17,63.0
blue headband,2020-02-24,69.0
blue headband,2020-03-02,67.0
blue headband,2020-03-09,42.0
blue headband,2020-03-16,30.0
blue headband,2020-03-23,36.0
blue headband,2020-03-30,53.0
blue headband,2020-04-06,54.0
blue headband,2020-04-13,54.0
blue headband,2020-04-20,62.0
blue headband,2020-04-27,74.0
blue headband,2020-05-04,70.0
blue headband,2020-05-11,66.0
blue headband,2020-05-18,63.0
blue headband,2020-05-25,60.0
blue headband,2020-06-01,65.0
blue headband,2020-06-08,74.0
blue headband,2020-06-15,54.0
blue headband,2020-06-22,66.0
blue headband,2020-06-29,74.0
blue headband,2020-07-06,64.0
blue headband,2020-07-13,51.0
blue headband,2020-07-20,62.0
blue headband,2020-07-27,69.0
blue headband,2020-08-03,57.0
blue headband,2020-08-10,65.0
blue headband,2020-08-17,70.0
blue headband,2020-08-24,59.0
blue headband,2020-08-31,65.0
blue headband,2020-09-07,63.0
blue headband,2020-09-14,59.0
blue headband,2020-09-21,64.0
blue headband,2020-09-28,55.0
blue nightgown,2018-08-27,0.0
blue nightgown,2018-09-03,0.0
blue nightgown,2018-09-10,58.0
blue nightgown,2018-09-17,47.0
blue nightgown,2018-09-24,39.0
blue nightgown,2018-10-01,43.0
blue nightgown,2018-10-08,57.0
blue nightgown,2018-10-15,89.0
blue nightgown,2018-10-22,100.0
blue nightgown,2018-10-29,55.0
blue nightgown,2018-11-05,38.0
blue nightgown,2018-11-12,0.0
blue nightgown,2018-11-19,0.0
blue nightgown,2018-11-26,39.0
blue nightgown,2018-12-03,51.0
blue nightgown,2018-12-10,0.0
blue nightgown,2018-12-17,49.0
blue nightgown,2018-12-24,0.0
blue nightgown,2018-12-31,0.0
blue nightgown,2019-01-07,0.0
blue nightgown,2019-01-14,0.0
blue nightgown,2019-01-21,44.0
blue nightgown,2019-01-28,0.0
blue nightgown,2019-02-04,46.0
blue nightgown,2019-02-11,0.0
blue nightgown,2019-02-18,0.0
blue nightgown,2019-02-25,0.0
blue nightgown,2019-03-04,36.0
blue nightgown,2019-03-11,38.0
blue nightgown,2019-03-18,0.0
blue nightgown,2019-03-25,38.0
blue nightgown,2019-04-01,40.0
blue nightgown,2019-04-08,0.0
blue nightgown,2019-04-15,0.0
blue nightgown,2019-04-22,0.0
blue nightgown,2019-04-29,39.0
blue nightgown,2019-05-06,0.0
blue nightgown,2019-05-13,39.0
blue nightgown,2019-05-20,0.0
blue nightgown,2019-05-27,0.0
blue nightgown,2019-06-03,48.0
blue nightgown,2019-06-10,0.0
blue nightgown,2019-06-17,0.0
blue nightgown,2019-06-24,40.0
blue nightgown,2019-07-01,0.0
blue nightgown,2019-07-08,0.0
blue nightgown,2019-07-15,35.0
blue nightgown,2019-07-22,0.0
blue nightgown,2019-07-29,0.0
blue nightgown,2019-08-05,44.0
blue nightgown,2019-08-12,34.0
blue nightgown,2019-08-19,0.0
blue nightgown,2019-08-26,38.0
blue nightgown,2019-09-02,43.0
blue nightgown,2019-09-09,34.0
blue nightgown,2019-09-16,39.0
blue nightgown,2019-09-23,41.0
blue nightgown,2019-09-30,0.0
blue nightgown,2019-10-07,42.0
blue nightgown,2019-10-14,67.0
blue nightgown,2019-10-21,74.0
blue nightgown,2019-10-28,37.0
blue nightgown,2019-11-04,0.0
blue nightgown,2019-11-11,0.0
blue nightgown,2019-11-18,53.0
blue nightgown,2019-11-25,41.0
blue nightgown,2019-12-02,44.0
blue nightgown,2019-12-09,31.0
blue nightgown,2019-12-16,0.0
blue nightgown,2019-12-23,0.0
blue nightgown,2019-12-30,0.0
blue nightgown,2020-01-06,47.0
blue nightgown,2020-01-13,37.0
blue nightgown,2020-01-20,0.0
blue nightgown,2020-01-27,32.0
blue nightgown,2020-02-03,0.0
blue nightgown,2020-02-10,34.0
blue nightgown,2020-02-17,31.0
blue nightgown,2020-02-24,29.0
blue nightgown,2020-03-02,0.0
blue nightgown,2020-03-09,0.0
blue nightgown,2020-03-16,0.0
blue nightgown,2020-03-23,0.0
blue nightgown,2020-03-30,42.0
blue nightgown,2020-04-06,33.0
blue nightgown,2020-04-13,0.0
blue nightgown,2020-04-20,38.0
blue nightgown,2020-04-27,44.0
blue nightgown,2020-05-04,0.0
blue nightgown,2020-05-11,31.0
blue nightgown,2020-05-18,38.0
blue nightgown,2020-05-25,31.0
blue nightgown,2020-06-01,43.0
blue nightgown,2020-06-08,57.0
blue nightgown,2020-06-15,84.0
blue nightgown,2020-06-22,46.0
blue nightgown,2020-06-29,54.0
blue nightgown,2020-07-06,48.0
blue nightgown,2020-07-13,43.0
blue nightgown,2020-07-20,0.0
blue nightgown,2020-07-27,36.0
blue nightgown,2020-08-03,37.0
blue nightgown,2020-08-10,37.0
blue nightgown,2020-08-17,50.0
blue nightgown,2020-08-24,42.0
blue nightgown,2020-08-31,42.0
blue nightgown,2020-09-07,47.0
blue nightgown,2020-09-14,43.0
blue nightgown,2020-09-21,33.0
blue nightgown,2020-09-28,40.0
blue swimsuit,2018-08-27,36.0
blue swimsuit,2018-09-03,42.0
blue swimsuit,2018-09-10,36.0
blue swimsuit,2018-09-17,32.0
blue swimsuit,2018-09-24,29.0
blue swimsuit,2018-10-01,30.0
blue swimsuit,2018-10-08,26.0
blue swimsuit,2018-10-15,28.0
blue swimsuit,2018-10-22,26.0
blue swimsuit,2018-10-29,24.0
blue swimsuit,2018-11-05,28.0
blue swimsuit,2018-11-12,21.0
blue swimsuit,2018-11-19,28.0
blue swimsuit,2018-11-26,31.0
blue swimsuit,2018-12-03,30.0
blue swimsuit,2018-12-10,32.0
blue swimsuit,2018-12-17,31.0
blue swimsuit,2018-12-24,29.0
blue swimsuit,2018-12-31,44.0
blue swimsuit,2019-01-07,41.0
blue swimsuit,2019-01-14,48.0
blue swimsuit,2019-01-21,44.0
blue swimsuit,2019-01-28,45.0
blue swimsuit,2019-02-04,50.0
blue swimsuit,2019-02-11,52.0
blue swimsuit,2019-02-18,55.0
blue swimsuit,2019-02-25,63.0
blue swimsuit,2019-03-04,60.0
blue swimsuit,2019-03-11,63.0
blue swimsuit,2019-03-18,69.0
blue swimsuit,2019-03-25,65.0
blue swimsuit,2019-04-01,64.0
blue swimsuit,2019-04-08,60.0
blue swimsuit,2019-04-15,53.0
blue swimsuit,2019-04-22,69.0
