origin_week,method,has_52w_lag,is_covid,n_eval_set,n_eval,hit_at_3_in_top20,hit_at_3_in_top10,precision_at_3,precision_at_10,ndcg_at_10,spearman_rho,wmape
2019-09-23,lightgbm,true,false,318,318,0.3333333333333333,0.3333333333333333,0.0,0.3,0.5644262811627827,0.5397183963710177,0.3673353517697009
2019-09-23,seasonal_naive,true,false,318,318,0.6666666666666666,0.0,0.0,0.3,0.6800913346651313,0.7222213411315457,0.34326235523923654
2019-09-23,ewma_persistence,true,false,318,318,0.3333333333333333,0.0,0.0,0.1,0.3783991483726076,0.062189349454680555,0.4216211067487965
2019-09-23,parent_category_mean,true,false,318,318,0.0,0.0,0.0,0.0,0.31154309407815417,0.16406602905969733,0.5633323419517643
2019-09-23,global_mean,true,false,318,318,0.0,0.0,0.0,0.0,0.3723928663824377,0.20798750783419184,0.8483506008242715
2019-10-21,lightgbm,true,false,280,280,0.0,0.0,0.0,0.1,0.4348268785238012,0.1820538891713269,0.28657162537971415
2019-10-21,seasonal_naive,true,false,280,280,0.3333333333333333,0.3333333333333333,0.0,0.2,0.5155430091128081,0.4182090515002924,0.3305322530454638
2019-10-21,ewma_persistence,true,false,280,280,0.0,0.0,0.0,0.0,0.29116177168141777,-0.15587735266302596,0.3732631355629555
2019-10-21,parent_category_mean,true,false,280,280,0.0,0.0,0.0,0.0,0.35141476298986585,0.020046902930613182,0.5441529795417144
2019-10-21,global_mean,true,false,280,280,0.3333333333333333,0.0,0.0,0.0,0.4899070884641077,0.13123254123139325,0.8128861961648568
2019-11-18,lightgbm,true,false,273,273,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3,0.596867212571529,0.4810841798819472,0.24458783995103142
2019-11-18,seasonal_naive,true,false,273,273,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.46539929623473136,0.4207649370809525,0.33845658218310526
2019-11-18,ewma_persistence,true,false,273,273,0.3333333333333333,0.3333333333333333,0.0,0.2,0.5289046610256997,0.3892912583337658,0.33747535402347884
2019-11-18,parent_category_mean,true,false,273,273,0.0,0.0,0.0,0.2,0.4738798307718045,0.359849414218242,0.5033691874839115
2019-11-18,global_mean,true,false,273,273,0.0,0.0,0.0,0.0,0.43053411418096493,0.32222007275678377,0.6889624690196592
2019-12-16,lightgbm,true,true,159,159,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6,0.6624581026970362,0.5144017196083115,0.4653558153989133
2019-12-16,seasonal_naive,true,true,159,159,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.6452929765947656,0.677922737043229,0.5031141375849029
2019-12-16,ewma_persistence,true,true,159,159,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.7070246456310564,0.765849653689993,0.39026997526912166
2019-12-16,parent_category_mean,true,true,159,159,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5118598330695484,0.5085383329352758,0.5239122947939627
2019-12-16,global_mean,true,true,159,159,0.3333333333333333,0.3333333333333333,0.0,0.1,0.2367391753731879,0.35712323859565326,0.9801063749843828
2020-01-13,lightgbm,true,true,210,210,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.8784546096436643,0.7860009783182644,0.23424114233019755
2020-01-13,seasonal_naive,true,true,210,210,0.6666666666666666,0.3333333333333333,0.0,0.3,0.7460399141683249,0.7336434580635128,0.38231823693661393
2020-01-13,ewma_persistence,true,true,210,210,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3,0.8297491318348247,0.7636551525301838,0.2577499543484344
2020-01-13,parent_category_mean,true,true,210,210,1.0,0.3333333333333333,0.0,0.2,0.6713738976763065,0.43067189732193467,0.45746491799237443
2020-01-13,global_mean,true,true,210,210,0.0,0.0,0.0,0.1,0.3125681480015874,0.21067209168980183,0.6529435721093613
2020-02-10,lightgbm,true,true,255,255,0.6666666666666666,0.6666666666666666,0.0,0.5,0.7033264896636605,0.7754906785548865,0.2987183346935384
2020-02-10,seasonal_naive,true,true,255,255,1.0,1.0,0.0,0.6,0.7929030353819931,0.7713539254284391,0.4123208770548495
2020-02-10,ewma_persistence,true,true,255,255,1.0,1.0,0.3333333333333333,0.5,0.7364258893401184,0.6998154527559056,0.32673796524381343
2020-02-10,parent_category_mean,true,true,255,255,1.0,0.3333333333333333,0.0,0.4,0.6643913047912888,0.44169030801296905,0.4613745844108779
2020-02-10,global_mean,true,true,255,255,0.0,0.0,0.0,0.0,0.22973007749985982,0.22945735873089393,0.6202738667650904
2020-03-09,lightgbm,true,true,262,262,0.6666666666666666,0.3333333333333333,0.0,0.2,0.5330648187933184,0.7476088531068982,0.2917594295526666
2020-03-09,seasonal_naive,true,true,262,262,1.0,0.6666666666666666,0.3333333333333333,0.6,0.7589073909985885,0.7013149014265979,0.3607277047129231
2020-03-09,ewma_persistence,true,true,262,262,1.0,0.6666666666666666,0.3333333333333333,0.4,0.7081732604238486,0.4805677299509477,0.3454219175979167
2020-03-09,parent_category_mean,true,true,262,262,0.3333333333333333,0.0,0.0,0.1,0.4754436645920565,0.34505945297458374,0.4674536700167502
2020-03-09,global_mean,true,true,262,262,0.0,0.0,0.0,0.0,0.18796526254473345,0.18969403928923997,0.6320491916856685
2020-04-06,lightgbm,true,true,260,260,1.0,0.6666666666666666,0.0,0.5,0.7586815785964308,0.7693236244960383,0.315974392215077
2020-04-06,seasonal_naive,true,true,260,260,1.0,0.6666666666666666,0.3333333333333333,0.5,0.7592398549711749,0.6575224713155746,0.4139682351710715
2020-04-06,ewma_persistence,true,true,260,260,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.571833260351709,0.10605505088263707,0.32693860173546063
2020-04-06,parent_category_mean,true,true,260,260,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.4903999672791985,0.2466734259837708,0.46878058574569925
2020-04-06,global_mean,true,true,260,260,0.0,0.0,0.0,0.0,0.303852679931929,0.2037920451713555,0.6655821984033538
2020-05-04,lightgbm,true,true,265,265,0.0,0.0,0.0,0.4,0.6975775314133943,0.584118314654561,0.22029637340589853
2020-05-04,seasonal_naive,true,true,265,265,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.6640873753483577,0.561257560711384,0.410519644512033
2020-05-04,ewma_persistence,true,true,265,265,0.0,0.0,0.0,0.0,0.2988715348866523,0.08837875133803634,0.29175793836970554
2020-05-04,parent_category_mean,true,true,265,265,0.0,0.0,0.0,0.0,0.4780142409183665,0.21968170855956362,0.4457954604469286
2020-05-04,global_mean,true,true,265,265,0.0,0.0,0.0,0.0,0.393732421157266,0.20371812894156494,0.6226730662790966
2020-06-01,lightgbm,true,true,253,253,0.6666666666666666,0.3333333333333333,0.0,0.3,0.7429625943279984,0.5547839128804551,0.2336280157196804
2020-06-01,seasonal_naive,true,true,253,253,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.644857157791365,0.48220084149560355,0.3689040573364133
2020-06-01,ewma_persistence,true,true,253,253,0.3333333333333333,0.3333333333333333,0.0,0.2,0.614103336013532,0.5407313216282748,0.20652953629669937
2020-06-01,parent_category_mean,true,true,253,253,0.6666666666666666,0.3333333333333333,0.0,0.3,0.6862545841275319,0.4969070071774625,0.3916232645869599
2020-06-01,global_mean,true,true,253,253,0.0,0.0,0.0,0.0,0.4664828337791892,0.46378664129434427,0.5599073368969664
2019-09-23,random_floor,true,false,318,318,0.016666666666666666,0.016666666666666666,0.0,0.04,0.28135838968411925,-0.019551605283981643,0.6056012779297945
2019-10-21,random_floor,true,false,280,280,0.08333333333333333,0.03333333333333333,0.016666666666666666,0.045,0.4113577634800406,0.011142179291645482,0.41391593904754487
2019-11-18,random_floor,true,false,273,273,0.14999999999999997,0.06666666666666667,0.03333333333333333,0.06999999999999999,0.41120211745444235,0.010427764592642224,0.3894213975562456
2019-12-16,random_floor,true,true,159,159,0.11666666666666665,0.08333333333333333,0.03333333333333333,0.08,0.24475236858686417,-0.018118879866252685,0.6516516756146087
2020-01-13,random_floor,true,true,210,210,0.09999999999999999,0.05,0.016666666666666666,0.065,0.32609432366574753,0.0012916392661965139,0.6346809554494873
2020-02-10,random_floor,true,true,255,255,0.11666666666666665,0.06666666666666667,0.0,0.035,0.24225909683172347,-0.01613141934923576,0.708209746447732
2020-03-09,random_floor,true,true,262,262,0.06666666666666667,0.016666666666666666,0.0,0.025,0.2535793176475719,-0.014451404895758376,0.6413179340892106
2020-04-06,random_floor,true,true,260,260,0.08333333333333333,0.05,0.0,0.045,0.3498354547677598,0.0050905850905850905,0.5052708010546719
2020-05-04,random_floor,true,true,265,265,0.06666666666666667,0.0,0.0,0.035,0.40467115132158116,0.0005883490888456105,0.40422700461787625
2020-06-01,random_floor,true,true,253,253,0.08333333333333333,0.03333333333333333,0.0,0.03,0.4588179154324152,-0.007737187495831796,0.3891939780164611
