comparator,rule_a,rule_b,beats,hit_diff,hit_ci_lo,hit_ci_hi,ndcg_ci_lo,spearman_ci_lo,n_origins
seasonal_naive,false,false,false,-0.03333333333333334,-0.1,0.1,-0.053047570532511676,-0.11484038530088059,10
ewma_persistence,false,false,false,0.13333333333333333,-0.13333333333333336,0.26666666666666666,-0.05932276800882763,-0.007186058372768397,10
parent_category_mean,false,false,false,-5.551115123125783e-18,-0.1,0.03333333333333333,0.008991681218868054,0.18309785567234368,10
global_mean,false,true,true,0.033333333333333326,-0.13333333333333336,0.1,0.011885441648047456,0.17429455226324905,10
random_floor,true,true,true,0.59,0.5566666666666666,0.6633333333333333,0.35453868983828585,0.5142090186888078,10
