method_a,method_b,split,metric,n_origins,directional_only,mean_diff,diff_ci_low,diff_ci_high
lightgbm,seasonal_naive,pooled,hit_at_3_in_top20,10,false,-0.03333333333333334,-0.1,0.1
lightgbm,seasonal_naive,pooled,hit_at_3_in_top10,10,false,0.033333333333333326,-0.03333333333333334,0.19999999999999998
lightgbm,seasonal_naive,pooled,precision_at_3,10,false,-0.1,-0.16666666666666669,0.1
lightgbm,seasonal_naive,pooled,precision_at_10,10,false,0.009999999999999998,-0.059999999999999984,0.08
lightgbm,seasonal_naive,pooled,ndcg_at_10,10,false,-0.005433403511886969,-0.053047570532511676,0.05214996496586888
lightgbm,seasonal_naive,pooled,spearman_rho,10,false,-0.025037330379506,-0.11484038530088059,0.05049512270357666
lightgbm,seasonal_naive,pooled,wmape,10,false,-0.04478990144244778,-0.10786425105430655,0.028174892290557103
lightgbm,seasonal_naive,covid,hit_at_3_in_top20,7,true,-0.04761904761904762,-0.09523809523809525,-0.04761904761904762
lightgbm,seasonal_naive,covid,hit_at_3_in_top10,7,true,0.09523809523809523,-0.047619047619047616,0.19047619047619047
lightgbm,seasonal_naive,covid,precision_at_3,7,true,-0.047619047619047616,-0.19047619047619047,0.09523809523809523
lightgbm,seasonal_naive,covid,precision_at_10,7,true,0.05714285714285713,0.02857142857142858,0.11428571428571425
lightgbm,seasonal_naive,covid,ndcg_at_10,7,true,0.040499407904130105,0.013604778129853359,0.05337754795171122
lightgbm,seasonal_naive,covid,spearman_rho,7,true,0.03716778844912068,-0.0034191564227588384,0.05941384030444342
lightgbm,seasonal_naive,covid,wmape,7,true,-0.08742863999551713,-0.1251555517381961,-0.04787403149468226
lightgbm,seasonal_naive,non_covid,hit_at_3_in_top20,3,true,-1.850371707708594e-17,-1.850371707708594e-17,-1.850371707708594e-17
lightgbm,seasonal_naive,non_covid,hit_at_3_in_top10,3,true,-0.11111111111111112,-0.11111111111111112,-0.11111111111111112
lightgbm,seasonal_naive,non_covid,precision_at_3,3,true,-0.22222222222222224,-0.22222222222222224,-0.22222222222222224
lightgbm,seasonal_naive,non_covid,precision_at_10,3,true,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998
lightgbm,seasonal_naive,non_covid,ndcg_at_10,3,true,-0.11260996348259349,-0.11260996348259349,-0.11260996348259349
lightgbm,seasonal_naive,non_covid,spearman_rho,3,true,-0.17018260764630158,-0.17018260764630158,-0.17018260764630158
lightgbm,seasonal_naive,non_covid,wmape,3,true,0.05470048851471405,0.05470048851471405,0.05470048851471405
lightgbm,ewma_persistence,pooled,hit_at_3_in_top20,10,false,0.13333333333333333,-0.13333333333333336,0.26666666666666666
lightgbm,ewma_persistence,pooled,hit_at_3_in_top10,10,false,0.13333333333333333,-0.06666666666666665,0.2
lightgbm,ewma_persistence,pooled,precision_at_3,10,false,0.06666666666666667,-0.06666666666666667,0.1
lightgbm,ewma_persistence,pooled,precision_at_10,10,false,0.07,-0.08999999999999998,0.12000000000000002
lightgbm,ewma_persistence,pooled,ndcg_at_10,10,false,0.0739164646474488,-0.05932276800882763,0.12750587296039803
lightgbm,ewma_persistence,pooled,spearman_rho,10,false,0.17568081585387363,-0.007186058372768397,0.2552746243659506
lightgbm,ewma_persistence,pooled,wmape,10,false,0.0015473297170049138,-0.02647835629487682,0.03849137335853099
lightgbm,ewma_persistence,covid,hit_at_3_in_top20,7,true,-7.93016446160826e-18,-0.1904761904761905,0.09523809523809523
lightgbm,ewma_persistence,covid,hit_at_3_in_top10,7,true,0.04761904761904762,-0.09523809523809523,0.04761904761904763
lightgbm,ewma_persistence,covid,precision_at_3,7,true,0.047619047619047616,-0.09523809523809523,0.047619047619047616
lightgbm,ewma_persistence,covid,precision_at_10,7,true,0.014285714285714282,-0.11428571428571425,0.07142857142857141
lightgbm,ewma_persistence,covid,ndcg_at_10,7,true,0.007608888505214398,-0.06875112128136836,0.03123433360542755
lightgbm,ewma_persistence,covid,spearman_rho,7,true,0.11914111952313101,-0.014941487859235643,0.2725257918189885
lightgbm,ewma_persistence,covid,wmape,7,true,0.01669678332071314,-0.03276530597721793,0.031469111128127794
lightgbm,ewma_persistence,non_covid,hit_at_3_in_top20,3,true,0.4444444444444444,0.4444444444444444,0.4444444444444444
lightgbm,ewma_persistence,non_covid,hit_at_3_in_top10,3,true,0.3333333333333333,0.3333333333333333,0.3333333333333333
lightgbm,ewma_persistence,non_covid,precision_at_3,3,true,0.1111111111111111,0.1111111111111111,0.1111111111111111
lightgbm,ewma_persistence,non_covid,precision_at_10,3,true,0.20000000000000004,0.20000000000000004,0.20000000000000004
lightgbm,ewma_persistence,non_covid,ndcg_at_10,3,true,0.22863414231266244,0.22863414231266244,0.22863414231266244
lightgbm,ewma_persistence,non_covid,spearman_rho,3,true,0.3076067739589397,0.3076067739589397,0.3076067739589397
lightgbm,ewma_persistence,non_covid,wmape,3,true,-0.03380139535831428,-0.03380139535831428,-0.03380139535831428
lightgbm,parent_category_mean,pooled,hit_at_3_in_top20,10,false,-5.551115123125783e-18,-0.1,0.03333333333333333
lightgbm,parent_category_mean,pooled,hit_at_3_in_top10,10,false,0.03333333333333334,-0.13333333333333336,0.10000000000000002
lightgbm,parent_category_mean,pooled,precision_at_3,10,false,-0.03333333333333333,-0.13333333333333333,0.0
lightgbm,parent_category_mean,pooled,precision_at_10,10,false,0.1,-0.010249999999999973,0.18
lightgbm,parent_category_mean,pooled,ndcg_at_10,10,false,0.06576605274473192,0.008991681218868054,0.08759972024995505
lightgbm,parent_category_mean,pooled,spearman_rho,10,false,0.2045084948458542,0.18309785567234368,0.22533226699153638
lightgbm,parent_category_mean,pooled,wmape,10,false,-0.1336567887466978,-0.18040654390828634,-0.0712286767030318
lightgbm,parent_category_mean,covid,hit_at_3_in_top20,7,true,0.0,-0.09523809523809525,0.0
lightgbm,parent_category_mean,covid,hit_at_3_in_top10,7,true,0.04761904761904762,-0.09523809523809525,0.14285714285714288
lightgbm,parent_category_mean,covid,precision_at_3,7,true,-0.047619047619047616,-0.19047619047619047,0.0
lightgbm,parent_category_mean,covid,precision_at_10,7,true,0.11428571428571428,0.02857142857142858,0.2285714285714285
lightgbm,parent_category_mean,covid,ndcg_at_10,7,true,0.05637722457955411,0.006306504081174534,0.08210607439304583
lightgbm,parent_category_mean,covid,spearman_rho,7,true,0.18882574582798892,0.18662118475661318,0.21850239875850766
lightgbm,parent_category_mean,covid,wmape,7,true,-0.13800885842979524,-0.18621129533981468,-0.09971824998498977
lightgbm,parent_category_mean,non_covid,hit_at_3_in_top20,3,true,-1.850371707708594e-17,-1.850371707708594e-17,-1.850371707708594e-17
lightgbm,parent_category_mean,non_covid,hit_at_3_in_top10,3,true,0.0,0.0,0.0
lightgbm,parent_category_mean,non_covid,precision_at_3,3,true,0.0,0.0,0.0
lightgbm,parent_category_mean,non_covid,precision_at_10,3,true,0.0666666666666667,0.0666666666666667,0.0666666666666667
lightgbm,parent_category_mean,non_covid,ndcg_at_10,3,true,0.08767331846348014,0.08767331846348014,0.08767331846348014
lightgbm,parent_category_mean,non_covid,spearman_rho,3,true,0.24110157588753992,0.24110157588753992,0.24110157588753992
lightgbm,parent_category_mean,non_covid,wmape,3,true,-0.12350195948613707,-0.12350195948613707,-0.12350195948613707
lightgbm,global_mean,pooled,hit_at_3_in_top20,10,false,0.033333333333333326,-0.13333333333333336,0.1
lightgbm,global_mean,pooled,hit_at_3_in_top10,10,false,0.0,-0.13333333333333336,0.03333333333333334
lightgbm,global_mean,pooled,precision_at_3,10,false,-0.06666666666666667,-0.16666666666666666,-0.03333333333333333
lightgbm,global_mean,pooled,precision_at_10,10,false,0.11000000000000001,5.551115123125783e-18,0.17999999999999994
lightgbm,global_mean,pooled,ndcg_at_10,10,false,0.06922248103005511,0.011885441648047456,0.09095399023528031
lightgbm,global_mean,pooled,spearman_rho,10,false,0.19392855764949524,0.17429455226324905,0.21314836423722464
lightgbm,global_mean,pooled,wmape,10,false,-0.22435995157892066,-0.2848188379891666,-0.14604361423043918
lightgbm,global_mean,covid,hit_at_3_in_top20,7,true,0.047619047619047616,-0.09523809523809525,0.14285714285714285
lightgbm,global_mean,covid,hit_at_3_in_top10,7,true,0.0,-0.09523809523809525,0.04761904761904763
lightgbm,global_mean,covid,precision_at_3,7,true,-0.09523809523809523,-0.19047619047619047,-0.09523809523809523
lightgbm,global_mean,covid,precision_at_10,7,true,0.11428571428571425,0.04285714285714285,0.21428571428571422
lightgbm,global_mean,covid,ndcg_at_10,7,true,0.05928575197961272,0.010744293788694,0.08739807166567122
lightgbm,global_mean,covid,spearman_rho,7,true,0.18485205755925893,0.17808823587653283,0.20498702323912724
lightgbm,global_mean,covid,wmape,7,true,-0.24374707620253447,-0.2922002540684733,-0.20175101667686116
lightgbm,global_mean,non_covid,hit_at_3_in_top20,3,true,-1.850371707708594e-17,-1.850371707708594e-17,-1.850371707708594e-17
lightgbm,global_mean,non_covid,hit_at_3_in_top10,3,true,0.0,0.0,0.0
lightgbm,global_mean,non_covid,precision_at_3,3,true,0.0,0.0,0.0
lightgbm,global_mean,non_covid,precision_at_10,3,true,0.10000000000000003,0.10000000000000003,0.10000000000000003
lightgbm,global_mean,non_covid,ndcg_at_10,3,true,0.09240818214775404,0.09240818214775404,0.09240818214775404
lightgbm,global_mean,non_covid,spearman_rho,3,true,0.2151070578600467,0.2151070578600467,0.2151070578600467
lightgbm,global_mean,non_covid,wmape,3,true,-0.1791233274571551,-0.1791233274571551,-0.1791233274571551
lightgbm,random_floor,pooled,hit_at_3_in_top20,10,false,0.59,0.5566666666666666,0.6633333333333333
lightgbm,random_floor,pooled,hit_at_3_in_top10,10,false,0.5333333333333333,0.4716666666666667,0.5783333333333334
lightgbm,random_floor,pooled,precision_at_3,10,false,0.27666666666666667,0.18,0.4033333333333333
lightgbm,random_floor,pooled,precision_at_10,10,false,0.3875,0.2929875,0.486187499999999
lightgbm,random_floor,pooled,ndcg_at_10,10,false,0.3780411679689449,0.35453868983828585,0.4507223569433241
lightgbm,random_floor,pooled,spearman_rho,10,false,0.6143918859675624,0.5142090186888078,0.7441243249501217
lightgbm,random_floor,pooled,wmape,10,false,-0.21908781326168855,-0.33700006095740026,-0.16770557496851218
lightgbm,random_floor,covid,hit_at_3_in_top20,7,true,0.6333333333333334,0.5761904761904761,0.6666666666666666
lightgbm,random_floor,covid,hit_at_3_in_top10,7,true,0.5642857142857143,0.46904761904761905,0.6
lightgbm,random_floor,covid,precision_at_3,7,true,0.2642857142857143,0.12619047619047616,0.3523809523809524
lightgbm,random_floor,covid,precision_at_10,7,true,0.43928571428571433,0.39428571428571424,0.5364285714285714
lightgbm,random_floor,covid,ndcg_at_10,7,true,0.419248090179167,0.3822107202433197,0.46808262341880463
lightgbm,random_floor,covid,spearman_rho,7,true,0.6822033304854944,0.6822033304854944,0.7743797618786205
lightgbm,random_floor,covid,wmape,7,true,-0.2495151707794874,-0.3666476934130431,-0.19868613384511988
lightgbm,random_floor,non_covid,hit_at_3_in_top20,3,true,0.4888888888888889,0.4888888888888889,0.4888888888888889
lightgbm,random_floor,non_covid,hit_at_3_in_top10,3,true,0.461111111111111,0.461111111111111,0.461111111111111
lightgbm,random_floor,non_covid,precision_at_3,3,true,0.3055555555555556,0.3055555555555556,0.3055555555555556
lightgbm,random_floor,non_covid,precision_at_10,3,true,0.26666666666666666,0.26666666666666666,0.26666666666666666
lightgbm,random_floor,non_covid,ndcg_at_10,3,true,0.28189168281175975,0.28189168281175975,0.28189168281175975
lightgbm,random_floor,non_covid,spearman_rho,3,true,0.45616518209238793,0.45616518209238793,0.45616518209238793
lightgbm,random_floor,non_covid,wmape,3,true,-0.1480906457201579,-0.1480906457201579,-0.1480906457201579
