origin_week,method,top3_mean_realised_growth,population_mean_realised_growth,lift
2019-09-23,lightgbm,1.742421240483741,0.8892978482557276,1.959322451866192
2019-09-23,seasonal_naive,1.7005666557477894,0.8892978482557276,1.9122576975568848
2019-09-23,ewma_persistence,1.0726662444187947,0.8892978482557276,1.206194579828037
2019-09-23,parent_category_mean,0.7262558482265563,0.8892978482557276,0.8166620999376503
2019-09-23,global_mean,1.1799399313379901,0.8892978482557276,1.3268219794440401
2019-10-21,lightgbm,0.7962433456943261,0.9367711360230769,0.8499870620209962
2019-10-21,seasonal_naive,1.1861053463940328,0.9367711360230769,1.2661634211206243
2019-10-21,ewma_persistence,0.6687988023841477,0.9367711360230769,0.71394044571381
2019-10-21,parent_category_mean,0.7232319081136889,0.9367711360230769,0.7720476008516475
2019-10-21,global_mean,1.210642385963639,0.9367711360230769,1.292356627364974
2019-11-18,lightgbm,2.0621566655849386,1.0290002628652188,2.0040390075731644
2019-11-18,seasonal_naive,1.4438611310180711,1.0290002628652188,1.4031688650862784
2019-11-18,ewma_persistence,1.093263924139058,1.0290002628652188,1.0624525217271559
2019-11-18,parent_category_mean,1.0088455462288468,1.0290002628652188,0.9804133027330315
2019-11-18,global_mean,1.1309433001907256,1.0290002628652188,1.099069981810937
2019-12-16,lightgbm,2.5267626372341563,0.9143631157769943,2.7634126898119686
2019-12-16,seasonal_naive,2.590324779101557,0.9143631157769943,2.8329278974692547
2019-12-16,ewma_persistence,2.231874443096894,0.9143631157769943,2.4409060302047774
2019-12-16,parent_category_mean,1.7546682397942372,0.9143631157769943,1.9190059282992629
2019-12-16,global_mean,1.376371717588011,0.9143631157769943,1.5052791323700954
2020-01-13,lightgbm,3.3534413670040557,1.1470282400690652,2.923590936873653
2020-01-13,seasonal_naive,2.7198402873597285,1.1470282400690652,2.3712060369114893
2020-01-13,ewma_persistence,3.3534413670040557,1.1470282400690652,2.923590936873653
2020-01-13,parent_category_mean,2.773390052925574,1.1470282400690652,2.4178916926740897
2020-01-13,global_mean,0.7870549840498787,1.1470282400690652,0.6861687938934166
2020-02-10,lightgbm,3.25499634059681,1.3194138381372593,2.4670018204388358
2020-02-10,seasonal_naive,3.839190218876731,1.3194138381372593,2.909769556681986
2020-02-10,ewma_persistence,4.880162746198799,1.3194138381372593,3.6987354574729823
2020-02-10,parent_category_mean,3.3715262551876317,1.3194138381372593,2.555321278081737
2020-02-10,global_mean,0.9828574230163349,1.3194138381372593,0.7449197473962583
2020-03-09,lightgbm,2.9155305817514274,1.3997542196023878,2.0828875104799534
2020-03-09,seasonal_naive,4.98464467440731,1.3997542196023878,3.5610856567542557
2020-03-09,ewma_persistence,4.98464467440731,1.3997542196023878,3.5610856567542557
2020-03-09,parent_category_mean,2.0483003510830913,1.3997542196023878,1.4633285775447982
2020-03-09,global_mean,0.935656829083205,1.3997542196023878,0.6684436567363851
2020-04-06,lightgbm,2.8353523053846956,1.2131410195102654,2.3371992701469306
2020-04-06,seasonal_naive,3.26761100750755,1.2131410195102654,2.693512918083222
2020-04-06,ewma_persistence,1.7980779154788804,1.2131410195102654,1.4821672720330148
2020-04-06,parent_category_mean,2.068424360091207,1.2131410195102654,1.7050155973838985
2020-04-06,global_mean,0.9609979822534567,1.2131410195102654,0.792156861237289
2020-05-04,lightgbm,1.368857377434759,1.06364117606642,1.2869541046700506
2020-05-04,seasonal_naive,1.4956232968935537,1.06364117606642,1.4061351991135762
2020-05-04,ewma_persistence,0.5387698884318642,1.06364117606642,0.506533500728464
2020-05-04,parent_category_mean,0.9807792664195446,1.06364117606642,0.9220959929801543
2020-05-04,global_mean,0.9399864662330728,1.06364117606642,0.8837439612006658
2020-06-01,lightgbm,1.6975623926135768,1.0162729599522793,1.6703803599116605
2020-06-01,seasonal_naive,1.6007443492241185,1.0162729599522793,1.5751126048845026
2020-06-01,ewma_persistence,1.3160739280864722,1.0162729599522793,1.2950004378235849
2020-06-01,parent_category_mean,1.595671174694483,1.0162729599522793,1.5701206640088212
2020-06-01,global_mean,1.064752852987416,1.0162729599522793,1.0477036140343763
