style_id,seed,attempt,image_path,clip_mean_sim,dinov2_mean_sim,clip_p90_threshold,dinov2_p90_threshold,gate1_pass,clip_max_sim,dinov2_max_sim,clip_gate1b_threshold,dinov2_gate1b_threshold,gate1b_pass,clone_gate1b_pass
Ladieswear || T-shirt || Jersey Basic || Black || Solid,42,1,data\generated\final_concepts_m3\attempt1\ladieswear_t-shirt_jersey-basic_black_solid_seed42.png,0.9128510057926178,0.867457926273346,0.969795036315918,0.896066951751709,true,0.938019871711731,0.8943520188331604,0.9781906008720398,0.9112358093261719,true,false
Ladieswear || T-shirt || Jersey Basic || Black || Solid,43,1,data\generated\final_concepts_m3\attempt1\ladieswear_t-shirt_jersey-basic_black_solid_seed43.png,0.9472993115584055,0.8809725145498911,0.969795036315918,0.896066951751709,true,0.9735644459724426,0.9144737124443054,0.9781906008720398,0.9112358093261719,false,false
Ladieswear || T-shirt || Jersey Basic || Black || Solid,44,1,data\generated\final_concepts_m3\attempt1\ladieswear_t-shirt_jersey-basic_black_solid_seed44.png,0.9418709377447764,0.879148930311203,0.969795036315918,0.896066951751709,true,0.9666622877120972,0.9190475344657898,0.9781906008720398,0.9112358093261719,false,false
Ladieswear || T-shirt || Jersey Basic || Black || Solid,45,1,data\generated\final_concepts_m3\attempt1\ladieswear_t-shirt_jersey-basic_black_solid_seed45.png,0.9062933623790741,0.8483084042867025,0.969795036315918,0.896066951751709,true,0.9296377301216125,0.8816284537315369,0.9781906008720398,0.9112358093261719,true,false
Ladieswear || Sweater || Knitwear || Beige || Melange,42,1,data\generated\final_concepts_m3\attempt1\ladieswear_sweater_knitwear_beige_melange_seed42.png,0.9349495569864908,0.8305122951666514,0.9555519700050354,0.8664027571678161,true,0.9663481116294861,0.9046449065208435,0.984673023223877,0.94163978099823,true,false
Ladieswear || Sweater || Knitwear || Beige || Melange,43,1,data\generated\final_concepts_m3\attempt1\ladieswear_sweater_knitwear_beige_melange_seed43.png,0.9279273251692454,0.8266087472438812,0.9555519700050354,0.8664027571678161,true,0.9615486860275269,0.9161808490753174,0.984673023223877,0.94163978099823,true,false
Ladieswear || Sweater || Knitwear || Beige || Melange,44,1,data\generated\final_concepts_m3\attempt1\ladieswear_sweater_knitwear_beige_melange_seed44.png,0.9323828915754954,0.8164228697617849,0.9555519700050354,0.8664027571678161,true,0.9648017883300781,0.8950636982917786,0.984673023223877,0.94163978099823,true,false
Ladieswear || Sweater || Knitwear || Beige || Melange,45,1,data\generated\final_concepts_m3\attempt1\ladieswear_sweater_knitwear_beige_melange_seed45.png,0.9378162523110708,0.7947988112767538,0.9555519700050354,0.8664027571678161,true,0.9688220620155334,0.8702502250671387,0.984673023223877,0.94163978099823,true,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,42,1,data\generated\final_concepts_m3\attempt1\ladieswear_dress_dresses-ladies_red_solid_seed42.png,0.8540119032065073,0.7123700479666392,0.9506405353546142,0.8379443287849426,true,0.9020629525184631,0.8295598030090332,0.9530965089797974,0.9037286043167114,true,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,43,1,data\generated\final_concepts_m3\attempt1\ladieswear_dress_dresses-ladies_red_solid_seed43.png,0.8673691153526306,0.40655650198459625,0.9506405353546142,0.8379443287849426,true,0.8863648772239685,0.5647274255752563,0.9530965089797974,0.9037286043167114,true,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,44,1,data\generated\final_concepts_m3\attempt1\ladieswear_dress_dresses-ladies_red_solid_seed44.png,0.9097715218861898,0.8007247547308604,0.9506405353546142,0.8379443287849426,true,0.9355093836784363,0.9255403280258179,0.9530965089797974,0.9037286043167114,false,false
Ladieswear || Dress || Dresses Ladies || Red || Solid,45,1,data\generated\final_concepts_m3\attempt1\ladieswear_dress_dresses-ladies_red_solid_seed45.png,0.8457543253898621,0.6925534109274546,0.9506405353546142,0.8379443287849426,true,0.8898860216140747,0.7803304195404053,0.9530965089797974,0.9037286043167114,true,false
