term,week_start,value
Blue,2019-11-18,8630
Blue,2019-11-25,7913
Blue,2019-12-02,8254
Blue,2019-12-09,7470
Blue,2019-12-16,13035
Blue,2019-12-23,6853
Blue,2019-12-30,7544
Blue,2020-01-06,7768
Blue,2020-01-13,8160
Blue,2020-01-20,9291
Blue,2020-01-27,13749
Blue,2020-02-03,8829
Blue,2020-02-10,9121
Blue,2020-02-17,8851
Blue,2020-02-24,8838
Blue,2020-03-02,8791
Blue,2020-03-09,9165
Blue,2020-03-16,10553
Blue,2020-03-23,10194
Blue,2020-03-30,10815
Blue,2020-04-06,11649
Blue,2020-04-13,11952
Blue,2020-04-20,10824
Blue,2020-04-27,10839
Blue,2020-05-04,9438
Blue,2020-05-11,9145
Blue,2020-05-18,8423
Blue,2020-05-25,8202
Blue,2020-06-01,7886
Blue,2020-06-08,8057
Blue,2020-06-15,8168
Blue,2020-06-22,8743
Blue,2020-06-29,7605
Blue,2020-07-06,7833
Blue,2020-07-13,7329
Blue,2020-07-20,7369
Blue,2020-07-27,7360
Blue,2020-08-03,7709
Blue,2020-08-10,8355
Blue,2020-08-17,8117
Blue,2020-08-24,8426
Blue,2020-08-31,8397
Blue,2020-09-07,8117
Blue,2020-09-14,7796
Blue,2020-09-21,8024
Bodysuit,2018-09-03,1220
Bodysuit,2018-09-10,1187
Bodysuit,2018-09-17,1290
Bodysuit,2018-09-24,1247
Bodysuit,2018-10-01,1366
Bodysuit,2018-10-08,1421
Bodysuit,2018-10-15,1179
Bodysuit,2018-10-22,1184
Bodysuit,2018-10-29,1166
Bodysuit,2018-11-05,1128
Bodysuit,2018-11-12,1097
Bodysuit,2018-11-19,1196
Bodysuit,2018-11-26,1151
Bodysuit,2018-12-03,1105
Bodysuit,2018-12-10,1062
Bodysuit,2018-12-17,1079
Bodysuit,2018-12-24,1187
Bodysuit,2018-12-31,1354
Bodysuit,2019-01-07,1211
Bodysuit,2019-01-14,1180
Bodysuit,2019-01-21,1224
Bodysuit,2019-01-28,1154
Bodysuit,2019-02-04,1293
Bodysuit,2019-02-11,1285
Bodysuit,2019-02-18,1355
Bodysuit,2019-02-25,1255
Bodysuit,2019-03-04,1228
Bodysuit,2019-03-11,1255
Bodysuit,2019-03-18,1315
Bodysuit,2019-03-25,1335
Bodysuit,2019-04-01,1208
Bodysuit,2019-04-08,1252
Bodysuit,2019-04-15,1167
Bodysuit,2019-04-22,1262
Bodysuit,2019-04-29,1199
Bodysuit,2019-05-06,1209
Bodysuit,2019-05-13,1154
Bodysuit,2019-05-20,1261
Bodysuit,2019-05-27,1199
Bodysuit,2019-06-03,1171
Bodysuit,2019-06-10,1516
Bodysuit,2019-06-17,1363
Bodysuit,2019-06-24,1247
Bodysuit,2019-07-01,1369
Bodysuit,2019-07-08,1264
Bodysuit,2019-07-15,1300
Bodysuit,2019-07-22,1290
Bodysuit,2019-07-29,1224
Bodysuit,2019-08-05,1240
Bodysuit,2019-08-12,1140
Bodysuit,2019-08-19,1129
Bodysuit,2019-08-26,1138
Bodysuit,2019-09-02,1240
Bodysuit,2019-09-09,1192
Bodysuit,2019-09-16,1285
Bodysuit,2019-09-23,1199
Bodysuit,2019-09-30,1150
Bodysuit,2019-10-07,1238
Bodysuit,2019-10-14,1310
Bodysuit,2019-10-21,1286
Bodysuit,2019-10-28,1377
Bodysuit,2019-11-04,1174
Bodysuit,2019-11-11,1195
Bodysuit,2019-11-18,1321
Bodysuit,2019-11-25,1335
Bodysuit,2019-12-02,1376
Bodysuit,2019-12-09,1269
Bodysuit,2019-12-16,1204
Bodysuit,2019-12-23,1371
Bodysuit,2019-12-30,1404
Bodysuit,2020-01-06,1393
Bodysuit,2020-01-13,1283
Bodysuit,2020-01-20,1268
Bodysuit,2020-01-27,1292
Bodysuit,2020-02-03,1228
Bodysuit,2020-02-10,1229
Bodysuit,2020-02-17,1133
Bodysuit,2020-02-24,1109
Bodysuit,2020-03-02,1134
Bodysuit,2020-03-09,1066
Bodysuit,2020-03-16,1102
Bodysuit,2020-03-23,1238
Bodysuit,2020-03-30,1264
Bodysuit,2020-04-06,1320
Bodysuit,2020-04-13,1464
Bodysuit,2020-04-20,1336
Bodysuit,2020-04-27,1457
Bodysuit,2020-05-04,1350
Bodysuit,2020-05-11,1427
Bodysuit,2020-05-18,1433
Bodysuit,2020-05-25,1304
Bodysuit,2020-06-01,1206
Bodysuit,2020-06-08,1329
Bodysuit,2020-06-15,1253
Bodysuit,2020-06-22,1235
Bodysuit,2020-06-29,1524
Bodysuit,2020-07-06,1358
Bodysuit,2020-07-13,1224
Bodysuit,2020-07-20,1357
Bodysuit,2020-07-27,1344
Bodysuit,2020-08-03,1227
Bodysuit,2020-08-10,1202
Bodysuit,2020-08-17,1220
Bodysuit,2020-08-24,1335
Bodysuit,2020-08-31,1227
Bodysuit,2020-09-07,1270
Bodysuit,2020-09-14,1119
Bodysuit,2020-09-21,1223
Boot,2018-09-03,1736
Boot,2018-09-10,1851
Boot,2018-09-17,1678
Boot,2018-09-24,2020
Boot,2018-10-01,2349
Boot,2018-10-08,2392
Boot,2018-10-15,1970
Boot,2018-10-22,1996
Boot,2018-10-29,1847
Boot,2018-11-05,1975
Boot,2018-11-12,2163
Boot,2018-11-19,2143
Boot,2018-11-26,2130
Boot,2018-12-03,2138
Boot,2018-12-10,1965
Boot,2018-12-17,1765
Boot,2018-12-24,1681
Boot,2018-12-31,1758
Boot,2019-01-07,1879
Boot,2019-01-14,2016
Boot,2019-01-21,1904
Boot,2019-01-28,1875
Boot,2019-02-04,1775
Boot,2019-02-11,2552
Boot,2019-02-18,1798
Boot,2019-02-25,1820
Boot,2019-03-04,1699
Boot,2019-03-11,1913
Boot,2019-03-18,1685
Boot,2019-03-25,1699
Boot,2019-04-01,1692
Boot,2019-04-08,1826
Boot,2019-04-15,1581
Boot,2019-04-22,1643
Boot,2019-04-29,1639
Boot,2019-05-06,1608
Boot,2019-05-13,1510
Boot,2019-05-20,1659
Boot,2019-05-27,1538
Boot,2019-06-03,1547
Boot,2019-06-10,1515
Boot,2019-06-17,1665
Boot,2019-06-24,1652
Boot,2019-07-01,1509
Boot,2019-07-08,1511
Boot,2019-07-15,1576
Boot,2019-07-22,1623
Boot,2019-07-29,1623
Boot,2019-08-05,1617
Boot,2019-08-12,1715
Boot,2019-08-19,1670
Boot,2019-08-26,1827
Boot,2019-09-02,1757
Boot,2019-09-09,1649
Boot,2019-09-16,1758
Boot,2019-09-23,1864
Boot,2019-09-30,1963
Boot,2019-10-07,1956
Boot,2019-10-14,2029
Boot,2019-10-21,1962
Boot,2019-10-28,2202
Boot,2019-11-04,4003
Boot,2019-11-11,4894
Boot,2019-11-18,4383
Boot,2019-11-25,3970
Boot,2019-12-02,2373
Boot,2019-12-09,2046
Boot,2019-12-16,2947
Boot,2019-12-23,1776
Boot,2019-12-30,1819
Boot,2020-01-06,1832
Boot,2020-01-13,2058
Boot,2020-01-20,1965
Boot,2020-01-27,1805
Boot,2020-02-03,1823
Boot,2020-02-10,1989
Boot,2020-02-17,1735
Boot,2020-02-24,1959
Boot,2020-03-02,1822
Boot,2020-03-09,1784
Boot,2020-03-16,1681
Boot,2020-03-23,1563
Boot,2020-03-30,1738
Boot,2020-04-06,1813
Boot,2020-04-13,1787
Boot,2020-04-20,1865
Boot,2020-04-27,1732
Boot,2020-05-04,1404
Boot,2020-05-11,1380
Boot,2020-05-18,1357
Boot,2020-05-25,1219
Boot,2020-06-01,1247
Boot,2020-06-08,1284
Boot,2020-06-15,1372
Boot,2020-06-22,1212
Boot,2020-06-29,1122
Boot,2020-07-06,1166
Boot,2020-07-13,1153
Boot,2020-07-20,1290
Boot,2020-07-27,1145
Boot,2020-08-03,1168
Boot,2020-08-10,1207
Boot,2020-08-17,1218
Boot,2020-08-24,1256
Boot,2020-08-31,1183
Boot,2020-09-07,1320
Boot,2020-09-14,1492
Boot,2020-09-21,1306
Bra,2018-09-03,7191
Bra,2018-09-10,6665
Bra,2018-09-17,6504
Bra,2018-09-24,6468
Bra,2018-10-01,6741
Bra,2018-10-08,8850
Bra,2018-10-15,6672
Bra,2018-10-22,6504
Bra,2018-10-29,6494
Bra,2018-11-05,6725
Bra,2018-11-12,6629
Bra,2018-11-19,6637
Bra,2018-11-26,6447
Bra,2018-12-03,6468
Bra,2018-12-10,6358
Bra,2018-12-17,6742
Bra,2018-12-24,7070
Bra,2018-12-31,7421
Bra,2019-01-07,7633
Bra,2019-01-14,6922
Bra,2019-01-21,6867
Bra,2019-01-28,6346
Bra,2019-02-04,6310
Bra,2019-02-11,6612
Bra,2019-02-18,6791
Bra,2019-02-25,6488
Bra,2019-03-04,6772
Bra,2019-03-11,6685
Bra,2019-03-18,6280
Bra,2019-03-25,6458
Bra,2019-04-01,6906
Bra,2019-04-08,6255
Bra,2019-04-15,6603
Bra,2019-04-22,6572
Bra,2019-04-29,7298
Bra,2019-05-06,7550
Bra,2019-05-13,6715
Bra,2019-05-20,6923
Bra,2019-05-27,7171
Bra,2019-06-03,6969
Bra,2019-06-10,6568
Bra,2019-06-17,7607
Bra,2019-06-24,6566
Bra,2019-07-01,6760
Bra,2019-07-08,7828
Bra,2019-07-15,6517
Bra,2019-07-22,6534
Bra,2019-07-29,6588
Bra,2019-08-05,6677
Bra,2019-08-12,6743
Bra,2019-08-19,7050
Bra,2019-08-26,6878
Bra,2019-09-02,7312
Bra,2019-09-09,6496
Bra,2019-09-16,6763
Bra,2019-09-23,7139
Bra,2019-09-30,7341
Bra,2019-10-07,8139
Bra,2019-10-14,8024
Bra,2019-10-21,7445
Bra,2019-10-28,7431
Bra,2019-11-04,7788
Bra,2019-11-11,32522
Bra,2019-11-18,6782
Bra,2019-11-25,7026
Bra,2019-12-02,7049
Bra,2019-12-09,6924
Bra,2019-12-16,22948
Bra,2019-12-23,7146
Bra,2019-12-30,7825
Bra,2020-01-06,7519
Bra,2020-01-13,7560
Bra,2020-01-20,8918
Bra,2020-01-27,8010
Bra,2020-02-03,7592
Bra,2020-02-10,7187
Bra,2020-02-17,7648
Bra,2020-02-24,7739
Bra,2020-03-02,7971
Bra,2020-03-09,7700
Bra,2020-03-16,8358
Bra,2020-03-23,8994
Bra,2020-03-30,8769
Bra,2020-04-06,15831
Bra,2020-04-13,10515
Bra,2020-04-20,9808
Bra,2020-04-27,9408
Bra,2020-05-04,7792
Bra,2020-05-11,7076
Bra,2020-05-18,7535
Bra,2020-05-25,7399
Bra,2020-06-01,6643
Bra,2020-06-08,7196
Bra,2020-06-15,6716
Bra,2020-06-22,6849
Bra,2020-06-29,7025
Bra,2020-07-06,7172
Bra,2020-07-13,6877
Bra,2020-07-20,6651
Bra,2020-07-27,6660
Bra,2020-08-03,6606
Bra,2020-08-10,6412
Bra,2020-08-17,6752
Bra,2020-08-24,6876
Bra,2020-08-31,6493
Bra,2020-09-07,6684
Bra,2020-09-14,7837
Bra,2020-09-21,6285
Bracelet,2018-09-03,1527
Bracelet,2018-09-10,1443
Bracelet,2018-09-17,1578
Bracelet,2018-09-24,1498
Bracelet,2018-10-01,2026
Bracelet,2018-10-08,1531
Bracelet,2018-10-15,1439
Bracelet,2018-10-22,1519
Bracelet,2018-10-29,1393
Bracelet,2018-11-05,1538
Bracelet,2018-11-12,1652
Bracelet,2018-11-19,1710
Bracelet,2018-11-26,1579
Bracelet,2018-12-03,1899
Bracelet,2018-12-10,1936
Bracelet,2018-12-17,1659
Bracelet,2018-12-24,1580
Bracelet,2018-12-31,1531
Bracelet,2019-01-07,1557
Bracelet,2019-01-14,1630
Bracelet,2019-01-21,1679
Bracelet,2019-01-28,1524
Bracelet,2019-02-04,1407
Bracelet,2019-02-11,1557
Bracelet,2019-02-18,1536
Bracelet,2019-02-25,1691
Bracelet,2019-03-04,1649
Bracelet,2019-03-11,1783
Bracelet,2019-03-18,1608
Bracelet,2019-03-25,1775
Bracelet,2019-04-01,1645
Bracelet,2019-04-08,1719
Bracelet,2019-04-15,1753
Bracelet,2019-04-22,1607
Bracelet,2019-04-29,1575
Bracelet,2019-05-06,1613
Bracelet,2019-05-13,1489
Bracelet,2019-05-20,1476
Bracelet,2019-05-27,1556
Bracelet,2019-06-03,1490
Bracelet,2019-06-10,1646
Bracelet,2019-06-17,1634
Bracelet,2019-06-24,1578
Bracelet,2019-07-01,1640
Bracelet,2019-07-08,1677
Bracelet,2019-07-15,1643
Bracelet,2019-07-22,1686
Bracelet,2019-07-29,1636
Bracelet,2019-08-05,1632
Bracelet,2019-08-12,1689
Bracelet,2019-08-19,1685
Bracelet,2019-08-26,1678
Bracelet,2019-09-02,1707
Bracelet,2019-09-09,1870
Bracelet,2019-09-16,2000
Bracelet,2019-09-23,1754
Bracelet,2019-09-30,1823
Bracelet,2019-10-07,1793
Bracelet,2019-10-14,1837
Bracelet,2019-10-21,1781
Bracelet,2019-10-28,1738
Bracelet,2019-11-04,1824
Bracelet,2019-11-11,1972
Bracelet,2019-11-18,2045
Bracelet,2019-11-25,2046
Bracelet,2019-12-02,1929
Bracelet,2019-12-09,2036
Bracelet,2019-12-16,2282
Bracelet,2019-12-23,1839
Bracelet,2019-12-30,1616
Bracelet,2020-01-06,1763
Bracelet,2020-01-13,1862
Bracelet,2020-01-20,1779
Bracelet,2020-01-27,1649
Bracelet,2020-02-03,1458
Bracelet,2020-02-10,1483
Bracelet,2020-02-17,1346
Bracelet,2020-02-24,1427
Bracelet,2020-03-02,1312
Bracelet,2020-03-09,1317
Bracelet,2020-03-16,1225
Bracelet,2020-03-23,1194
Bracelet,2020-03-30,1340
Bracelet,2020-04-06,1309
Bracelet,2020-04-13,1393
Bracelet,2020-04-20,1382
Bracelet,2020-04-27,1386
Bracelet,2020-05-04,1247
Bracelet,2020-05-11,1300
Bracelet,2020-05-18,1312
Bracelet,2020-05-25,1640
Bracelet,2020-06-01,1386
Bracelet,2020-06-08,1419
Bracelet,2020-06-15,1209
Bracelet,2020-06-22,1136
Bracelet,2020-06-29,1009
Bracelet,2020-07-06,1089
Bracelet,2020-07-13,1056
Bracelet,2020-07-20,1157
Bracelet,2020-07-27,1130
Bracelet,2020-08-03,1264
Bracelet,2020-08-10,1168
Bracelet,2020-08-17,1122
Bracelet,2020-08-24,1185
Bracelet,2020-08-31,1147
Bracelet,2020-09-07,1247
Bracelet,2020-09-14,1184
Bracelet,2020-09-21,1173
Brown,2018-09-03,2733
Brown,2018-09-10,2690
Brown,2018-09-17,2861
Brown,2018-09-24,2776
Brown,2018-10-01,2959
Brown,2018-10-08,2767
Brown,2018-10-15,2852
Brown,2018-10-22,2900
Brown,2018-10-29,2805
Brown,2018-11-05,2793
Brown,2018-11-12,2892
Brown,2018-11-19,2690
Brown,2018-11-26,2835
Brown,2018-12-03,3121
Brown,2018-12-10,3915
Brown,2018-12-17,2718
Brown,2018-12-24,2448
Brown,2018-12-31,2682
Brown,2019-01-07,2722
Brown,2019-01-14,2924
Brown,2019-01-21,2767
Brown,2019-01-28,2768
Brown,2019-02-04,2622
Brown,2019-02-11,2738
Brown,2019-02-18,3095
Brown,2019-02-25,2492
Brown,2019-03-04,2726
Brown,2019-03-11,2697
Brown,2019-03-18,2623
Brown,2019-03-25,2840
Brown,2019-04-01,2777
Brown,2019-04-08,2603
Brown,2019-04-15,2526
Brown,2019-04-22,2767
Brown,2019-04-29,3813
Brown,2019-05-06,2768
Brown,2019-05-13,2893
Brown,2019-05-20,2735
Brown,2019-05-27,2634
Brown,2019-06-03,2472
Brown,2019-06-10,2389
Brown,2019-06-17,2565
Brown,2019-06-24,2635
Brown,2019-07-01,2449
Brown,2019-07-08,2514
Brown,2019-07-15,2684
Brown,2019-07-22,2589
Brown,2019-07-29,2361
Brown,2019-08-05,2454
Brown,2019-08-12,2610
Brown,2019-08-19,2732
Brown,2019-08-26,2784
Brown,2019-09-02,2804
Brown,2019-09-09,2599
Brown,2019-09-16,2820
Brown,2019-09-23,2884
Brown,2019-09-30,2840
Brown,2019-10-07,3014
Brown,2019-10-14,2965
Brown,2019-10-21,3168
Brown,2019-10-28,2771
Brown,2019-11-04,2905
Brown,2019-11-11,4671
Brown,2019-11-18,3219
Brown,2019-11-25,2896
Brown,2019-12-02,2960
Brown,2019-12-09,2911
Brown,2019-12-16,4350
Brown,2019-12-23,2484
Brown,2019-12-30,2695
Brown,2020-01-06,3102
Brown,2020-01-13,2980
Brown,2020-01-20,3090
Brown,2020-01-27,3009
Brown,2020-02-03,3173
Brown,2020-02-10,4459
Brown,2020-02-17,3985
Brown,2020-02-24,3617
Brown,2020-03-02,3221
Brown,2020-03-09,3007
Brown,2020-03-16,3020
Brown,2020-03-23,3118
Brown,2020-03-30,3146
Brown,2020-04-06,3346
Brown,2020-04-13,5752
Brown,2020-04-20,4479
Brown,2020-04-27,4136
Brown,2020-05-04,3702
Brown,2020-05-11,3251
Brown,2020-05-18,2982
Brown,2020-05-25,2853
Brown,2020-06-01,2893
Brown,2020-06-08,3172
Brown,2020-06-15,2898
Brown,2020-06-22,2884
Brown,2020-06-29,2863
Brown,2020-07-06,2697
Brown,2020-07-13,2912
Brown,2020-07-20,2843
Brown,2020-07-27,2942
Brown,2020-08-03,2806
Brown,2020-08-10,3120
Brown,2020-08-17,2889
Brown,2020-08-24,2734
Brown,2020-08-31,2758
Brown,2020-09-07,2969
Brown,2020-09-14,3406
Brown,2020-09-21,3004
Cardigan (sweater),2018-09-03,2710
Cardigan (sweater),2018-09-10,3108
Cardigan (sweater),2018-09-17,2805
Cardigan (sweater),2018-09-24,2877
Cardigan (sweater),2018-10-01,2961
Cardigan (sweater),2018-10-08,3254
Cardigan (sweater),2018-10-15,2881
Cardigan (sweater),2018-10-22,3114
Cardigan (sweater),2018-10-29,2869
Cardigan (sweater),2018-11-05,3012
Cardigan (sweater),2018-11-12,3108
Cardigan (sweater),2018-11-19,3056
Cardigan (sweater),2018-11-26,3062
Cardigan (sweater),2018-12-03,3103
Cardigan (sweater),2018-12-10,3026
Cardigan (sweater),2018-12-17,3120
Cardigan (sweater),2018-12-24,2913
Cardigan (sweater),2018-12-31,2781
Cardigan (sweater),2019-01-07,2832
Cardigan (sweater),2019-01-14,2914
Cardigan (sweater),2019-01-21,2897
Cardigan (sweater),2019-01-28,3082
Cardigan (sweater),2019-02-04,3021
Cardigan (sweater),2019-02-11,2912
Cardigan (sweater),2019-02-18,2704
Cardigan (sweater),2019-02-25,2554
Cardigan (sweater),2019-03-04,2450
Cardigan (sweater),2019-03-11,2604
Cardigan (sweater),2019-03-18,2493
Cardigan (sweater),2019-03-25,2575
Cardigan (sweater),2019-04-01,2439
Cardigan (sweater),2019-04-08,2478
Cardigan (sweater),2019-04-15,2763
Cardigan (sweater),2019-04-22,2328
Cardigan (sweater),2019-04-29,2296
Cardigan (sweater),2019-05-06,2234
Cardigan (sweater),2019-05-13,2197
Cardigan (sweater),2019-05-20,2072
Cardigan (sweater),2019-05-27,2174
Cardigan (sweater),2019-06-03,2087
Cardigan (sweater),2019-06-10,2074
Cardigan (sweater),2019-06-17,2187
Cardigan (sweater),2019-06-24,2003
Cardigan (sweater),2019-07-01,2056
Cardigan (sweater),2019-07-08,2139
Cardigan (sweater),2019-07-15,2136
Cardigan (sweater),2019-07-22,2197
Cardigan (sweater),2019-07-29,2020
Cardigan (sweater),2019-08-05,1987
Cardigan (sweater),2019-08-12,2077
Cardigan (sweater),2019-08-19,2034
Cardigan (sweater),2019-08-26,2083
Cardigan (sweater),2019-09-02,2382
Cardigan (sweater),2019-09-09,2305
Cardigan (sweater),2019-09-16,2362
Cardigan (sweater),2019-09-23,2486
Cardigan (sweater),2019-09-30,2494
Cardigan (sweater),2019-10-07,2809
Cardigan (sweater),2019-10-14,2810
Cardigan (sweater),2019-10-21,3170
Cardigan (sweater),2019-10-28,2815
Cardigan (sweater),2019-11-04,2965
Cardigan (sweater),2019-11-11,7513
Cardigan (sweater),2019-11-18,3358
Cardigan (sweater),2019-11-25,3291
Cardigan (sweater),2019-12-02,3272
Cardigan (sweater),2019-12-09,3187
Cardigan (sweater),2019-12-16,3045
Cardigan (sweater),2019-12-23,2549
Cardigan (sweater),2019-12-30,2510
Cardigan (sweater),2020-01-06,2584
Cardigan (sweater),2020-01-13,2564
Cardigan (sweater),2020-01-20,3076
Cardigan (sweater),2020-01-27,2245
Cardigan (sweater),2020-02-03,2018
Cardigan (sweater),2020-02-10,2007
Cardigan (sweater),2020-02-17,2160
Cardigan (sweater),2020-02-24,1922
Cardigan (sweater),2020-03-02,1801
Cardigan (sweater),2020-03-09,1516
Cardigan (sweater),2020-03-16,1464
Cardigan (sweater),2020-03-23,1621
Cardigan (sweater),2020-03-30,1746
Cardigan (sweater),2020-04-06,1823
Cardigan (sweater),2020-04-13,1876
Cardigan (sweater),2020-04-20,1850
Cardigan (sweater),2020-04-27,1786
Cardigan (sweater),2020-05-04,2638
Cardigan (sweater),2020-05-11,1741
Cardigan (sweater),2020-05-18,1730
Cardigan (sweater),2020-05-25,1442
Cardigan (sweater),2020-06-01,1524
Cardigan (sweater),2020-06-08,1693
Cardigan (sweater),2020-06-15,1511
Cardigan (sweater),2020-06-22,1481
Cardigan (sweater),2020-06-29,1481
Cardigan (sweater),2020-07-06,1443
Cardigan (sweater),2020-07-13,1477
Cardigan (sweater),2020-07-20,3641
Cardigan (sweater),2020-07-27,3380
Cardigan (sweater),2020-08-03,2721
Cardigan (sweater),2020-08-10,2165
Cardigan (sweater),2020-08-17,2127
Cardigan (sweater),2020-08-24,2095
Cardigan (sweater),2020-08-31,2030
Cardigan (sweater),2020-09-07,2071
Cardigan (sweater),2020-09-14,2227
Cardigan (sweater),2020-09-21,3067
Coat (clothing),2018-09-03,1901
Coat (clothing),2018-09-10,1969
Coat (clothing),2018-09-17,2139
Coat (clothing),2018-09-24,2178
Coat (clothing),2018-10-01,2484
Coat (clothing),2018-10-08,2672
Coat (clothing),2018-10-15,2692
Coat (clothing),2018-10-22,2698
Coat (clothing),2018-10-29,2689
Coat (clothing),2018-11-05,2718
Coat (clothing),2018-11-12,2972
Coat (clothing),2018-11-19,3014
Coat (clothing),2018-11-26,2812
Coat (clothing),2018-12-03,3279
Coat (clothing),2018-12-10,3170
Coat (clothing),2018-12-17,2431
Coat (clothing),2018-12-24,2301
Coat (clothing),2018-12-31,2319
Coat (clothing),2019-01-07,2025
Coat (clothing),2019-01-14,1935
Coat (clothing),2019-01-21,1845
Coat (clothing),2019-01-28,1811
Coat (clothing),2019-02-04,1600
Coat (clothing),2019-02-11,1548
Coat (clothing),2019-02-18,1561
Coat (clothing),2019-02-25,1497
Coat (clothing),2019-03-04,1621
Coat (clothing),2019-03-11,1493
Coat (clothing),2019-03-18,1471
Coat (clothing),2019-03-25,1689
Coat (clothing),2019-04-01,1702
Coat (clothing),2019-04-08,1540
Coat (clothing),2019-04-15,1467
Coat (clothing),2019-04-22,1558
Coat (clothing),2019-04-29,1680
Coat (clothing),2019-05-06,1650
Coat (clothing),2019-05-13,1634
Coat (clothing),2019-05-20,1658
Coat (clothing),2019-05-27,1484
Coat (clothing),2019-06-03,1516
Coat (clothing),2019-06-10,1521
Coat (clothing),2019-06-17,1748
Coat (clothing),2019-06-24,1528
Coat (clothing),2019-07-01,1454
Coat (clothing),2019-07-08,1411
Coat (clothing),2019-07-15,1505
Coat (clothing),2019-07-22,1474
Coat (clothing),2019-07-29,1274
Coat (clothing),2019-08-05,1392
Coat (clothing),2019-08-12,1350
Coat (clothing),2019-08-19,1455
Coat (clothing),2019-08-26,1567
Coat (clothing),2019-09-02,1677
Coat (clothing),2019-09-09,1847
Coat (clothing),2019-09-16,1572
Coat (clothing),2019-09-23,1731
Coat (clothing),2019-09-30,1835
Coat (clothing),2019-10-07,1940
Coat (clothing),2019-10-14,1948
Coat (clothing),2019-10-21,2355
Coat (clothing),2019-10-28,2357
Coat (clothing),2019-11-04,2496
Coat (clothing),2019-11-11,3735
Coat (clothing),2019-11-18,1610
Coat (clothing),2019-11-25,813
Coat (clothing),2019-12-02,734
Coat (clothing),2019-12-09,714
Coat (clothing),2019-12-16,531
Coat (clothing),2019-12-23,530
Coat (clothing),2019-12-30,587
Coat (clothing),2020-01-06,555
Coat (clothing),2020-01-13,550
Coat (clothing),2020-01-20,546
Coat (clothing),2020-01-27,515
Coat (clothing),2020-02-03,566
Coat (clothing),2020-02-10,487
Coat (clothing),2020-02-17,475
Coat (clothing),2020-02-24,457
Coat (clothing),2020-03-02,412
Coat (clothing),2020-03-09,398
Coat (clothing),2020-03-16,375
Coat (clothing),2020-03-23,357
Coat (clothing),2020-03-30,394
Coat (clothing),2020-04-06,396
Coat (clothing),2020-04-13,426
Coat (clothing),2020-04-20,386
Coat (clothing),2020-04-27,412
Coat (clothing),2020-05-04,401
Coat (clothing),2020-05-11,379
Coat (clothing),2020-05-18,352
Coat (clothing),2020-05-25,338
Coat (clothing),2020-06-01,304
Coat (clothing),2020-06-08,371
Coat (clothing),2020-06-15,273
Coat (clothing),2020-06-22,295
Coat (clothing),2020-06-29,303
Coat (clothing),2020-07-06,285
Coat (clothing),2020-07-13,306
Coat (clothing),2020-07-20,284
Coat (clothing),2020-07-27,265
Coat (clothing),2020-08-03,274
Coat (clothing),2020-08-10,314
Coat (clothing),2020-08-17,318
Coat (clothing),2020-08-24,357
Coat (clothing),2020-08-31,267
Coat (clothing),2020-09-07,308
Coat (clothing),2020-09-14,316
Coat (clothing),2020-09-21,333
Dress,2018-09-03,3084
Dress,2018-09-10,3049
Dress,2018-09-17,3156
Dress,2018-09-24,3253
Dress,2018-10-01,3131
Dress,2018-10-08,3301
Dress,2018-10-15,3138
Dress,2018-10-22,3060
Dress,2018-10-29,3259
Dress,2018-11-05,3035
Dress,2018-11-12,3279
Dress,2018-11-19,3285
Dress,2018-11-26,3157
Dress,2018-12-03,3237
Dress,2018-12-10,3268
Dress,2018-12-17,3072
Dress,2018-12-24,2615
Dress,2018-12-31,2779
Dress,2019-01-07,2906
Dress,2019-01-14,3223
Dress,2019-01-21,3242
Dress,2019-01-28,3128
Dress,2019-02-04,2943
Dress,2019-02-11,3056
Dress,2019-02-18,3053
Dress,2019-02-25,3294
Dress,2019-03-04,3120
Dress,2019-03-11,3128
Dress,2019-03-18,2946
Dress,2019-03-25,3123
Dress,2019-04-01,3045
Dress,2019-04-08,3109
Dress,2019-04-15,2867
Dress,2019-04-22,3095
Dress,2019-04-29,3775
Dress,2019-05-06,3198
Dress,2019-05-13,3221
Dress,2019-05-20,3169
Dress,2019-05-27,3250
Dress,2019-06-03,2935
Dress,2019-06-10,3018
Dress,2019-06-17,3348
Dress,2019-06-24,3074
Dress,2019-07-01,2989
Dress,2019-07-08,3171
Dress,2019-07-15,3273
Dress,2019-07-22,3792
Dress,2019-07-29,2906
Dress,2019-08-05,2819
Dress,2019-08-12,2808
Dress,2019-08-19,3162
Dress,2019-08-26,3184
Dress,2019-09-02,3184
Dress,2019-09-09,3435
Dress,2019-09-16,3433
Dress,2019-09-23,3697
Dress,2019-09-30,3916
Dress,2019-10-07,4011
Dress,2019-10-14,4159
Dress,2019-10-21,4293
Dress,2019-10-28,3817
Dress,2019-11-04,4106
Dress,2019-11-11,7217
Dress,2019-11-18,4722
Dress,2019-11-25,4379
Dress,2019-12-02,3766
Dress,2019-12-09,3847
Dress,2019-12-16,6894
Dress,2019-12-23,3071
Dress,2019-12-30,3285
Dress,2020-01-06,4177
Dress,2020-01-13,3640
Dress,2020-01-20,3671
Dress,2020-01-27,3845
Dress,2020-02-03,3972
Dress,2020-02-10,3648
Dress,2020-02-17,3614
Dress,2020-02-24,3935
Dress,2020-03-02,3383
Dress,2020-03-09,3399
Dress,2020-03-16,3201
Dress,2020-03-23,3958
Dress,2020-03-30,3628
Dress,2020-04-06,3527
Dress,2020-04-13,3832
