origin_week,method,has_52w_lag,is_covid,n_eval_set,n_eval,hit_at_3_in_top20,hit_at_3_in_top10,precision_at_3,precision_at_10,ndcg_at_10,spearman_rho,wmape,demand_capture_at_3,demand_capture_at_10,demand_capture_at_20,tolerance_hit_at_3
2020-01-20,ewma_persistence,true,true,3007,3007,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.8419204714004429,0.6251034576997421,0.18946579449346665,0.5686351875762399,0.5838029142941117,0.5545205576635268,0.3333333333333333
2020-01-27,ewma_persistence,true,true,3008,3008,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8479899717277076,0.6135361866956681,0.19361131485002914,0.494424259500518,0.5557279698686091,0.5261061816830331,0.0
2020-02-03,ewma_persistence,true,true,3007,3007,0.3333333333333333,0.3333333333333333,0.0,0.3,0.8400608515239153,0.6015103711702101,0.20176644826920764,0.42213369860873046,0.5688410279725427,0.502036920752374,0.0
2020-02-10,ewma_persistence,true,true,3007,3007,0.3333333333333333,0.0,0.0,0.2,0.8469653045469209,0.5918599765883492,0.20204159032509889,0.3522329605581087,0.5800936797646662,0.5359223273625965,0.0
2020-02-17,ewma_persistence,true,true,3005,3005,0.0,0.0,0.0,0.2,0.8453222562466465,0.5862339729872832,0.2057381449447738,0.2956713752747413,0.5675245705256642,0.5141090785944361,0.0
2020-02-24,ewma_persistence,true,true,3001,3001,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8268386431342071,0.5812785618307975,0.20613946891824272,0.4770369709223049,0.5239762619864307,0.496736872042286,0.3333333333333333
2020-03-02,ewma_persistence,true,true,2999,2999,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8104002246966914,0.5720174544315392,0.20903864479862327,0.451617676812638,0.4971137386620874,0.4945049111230576,0.0
2020-03-09,ewma_persistence,true,true,2991,2991,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8295333571402482,0.5677364264557592,0.2064899454598376,0.4478406598455159,0.5130559925426367,0.4811796023426282,0.3333333333333333
2020-03-16,ewma_persistence,true,true,2984,2984,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8320509543284688,0.5672848568693213,0.19144124964432152,0.4471290587800289,0.5148247369670125,0.4927620242375727,0.0
2020-03-23,ewma_persistence,true,true,2969,2969,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8181182561989548,0.569970057378772,0.19054090592213904,0.4151934163718397,0.4957236870842857,0.4709332869370368,0.0
2020-03-30,ewma_persistence,true,true,2962,2962,0.6666666666666666,0.3333333333333333,0.0,0.1,0.836665654214226,0.5771789675007141,0.18571420567890956,0.6417543348200949,0.5062254641624014,0.5406310157009142,0.3333333333333333
