top_k,n_pairs,raw_mean_overlap,raw_std_overlap,shrunk_mean_overlap,shrunk_std_overlap,mean_diff,std_diff,t_statistic,p_value
3,19,0.4210526315789473,0.268560526390761,0.5438596491228069,0.29836025775027125,0.12280701754385963,0.355043490916036,1.5077121330972496,0.14897903336139687
10,19,0.5789473684210527,0.19315781506443852,0.6157894736842106,0.15370663939515444,0.036842105263157884,0.15709348354753427,1.0222640053735943,0.32019951589365225
