population,interval,n_rows,median_width,median_point_forecast,relative_width,coverage
all_styles,uncalibrated,141916,11.55078114982026,5.963427992903824,1.9369364673414522,0.6231996392232024
all_styles,cqr_asymmetric,141916,15.972042689568026,5.963427992903824,2.6783324471384486,0.8026085853603541
top20_shortlist,uncalibrated,960,52.433551452360845,61.294352139563884,0.8554385456750162,0.7416666666666667
top20_shortlist,cqr_asymmetric,960,79.45645550126136,61.294352139563884,1.2963095738469241,0.8520833333333333
