season,comparator,metric,n_origins,n_both_defined,model_mean,comparator_mean,mean_diff,ci_lo,ci_hi,ess_ac,ess_boot,THIN
spring,global_mean,hit_at_3_in_top10,13,13,0.5641025641025641,0.0,0.5641025641025641,0.46153846153846145,0.6666666666666666,13.0,13.0,false
spring,global_mean,precision_at_3,13,13,0.1282051282051282,0.0,0.1282051282051282,0.0,0.17948717948717946,13.0,12.274754221510308,false
spring,global_mean,precision_at_10,13,13,0.25384615384615383,0.0,0.25384615384615383,0.20000000000000004,0.2923076923076924,8.055077452667817,11.262717635213296,false
spring,global_mean,ndcg_at_10,13,13,0.8931388726230333,0.17294753345445488,0.7201913391685782,0.7107561051295224,0.7243483944581526,13.0,13.0,false
spring,global_mean,spearman_rho,13,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true
spring,global_mean,wmape,13,13,0.14637452914073304,0.312328281196741,-0.16595375205600796,-0.16861172896961882,-0.1597989336146277,13.0,13.0,false
spring,random_floor,hit_at_3_in_top20,13,13,0.641025641025641,0.007692307692307692,0.6333333333333331,0.49743589743589733,0.6666666666666666,13.0,13.0,false
spring,random_floor,hit_at_3_in_top10,13,13,0.5641025641025641,0.00641025641025641,0.5576923076923076,0.44615384615384607,0.6615384615384615,13.0,13.0,false
spring,random_floor,precision_at_3,13,13,0.1282051282051282,0.0038461538461538464,0.12435897435897435,-0.00641025641025641,0.17820512820512818,13.0,11.809032522267213,false
spring,random_floor,precision_at_10,13,13,0.25384615384615383,0.0042307692307692315,0.24961538461538463,0.19615384615384615,0.2880769230769232,7.920905098610174,11.301743762428845,false
spring,random_floor,ndcg_at_10,13,13,0.8931388726230333,0.3881108538821855,0.5050280187408478,0.4897247317976955,0.5150997823570768,13.0,13.0,false
spring,random_floor,spearman_rho,13,13,0.7622941671133971,0.001228319568259343,0.7610658475451377,0.7393218906450377,0.7785024926654699,4.932839496099471,6.2220125730188505,true
spring,random_floor,wmape,13,13,0.14637452914073304,0.506078147171456,-0.3597036180307231,-0.3675351427651346,-0.34798624900762143,5.874922922130151,7.202406920267022,false
summer,seasonal_naive,hit_at_3_in_top20,11,11,0.33333333333333337,0.45454545454545453,-0.1212121212121212,-0.24242424242424246,-0.0303030303030303,11.0,11.0,false
summer,seasonal_naive,hit_at_3_in_top10,11,11,0.2121212121212121,0.27272727272727276,-0.060606060606060594,-0.1515151515151515,5.046468293750712e-18,11.0,11.0,false
summer,seasonal_naive,precision_at_3,11,11,0.0606060606060606,0.0606060606060606,0.0,-0.0303030303030303,0.0606060606060606,11.0,11.0,false
summer,seasonal_naive,precision_at_10,11,11,0.17272727272727278,0.1272727272727273,0.045454545454545456,0.027272727272727268,0.07272727272727274,11.0,11.0,false
summer,seasonal_naive,ndcg_at_10,11,11,0.9015588909293897,0.8518607128405127,0.049698178088877026,0.03548214189037109,0.0746186936514778,8.747090107410516,11.0,false
summer,seasonal_naive,spearman_rho,11,11,0.8067852343260289,0.6044987777967239,0.20228645652930483,0.19551635951667354,0.22031315078631075,11.0,11.0,false
summer,seasonal_naive,wmape,11,11,0.11874462155143176,0.17188227817985957,-0.05313765662842784,-0.0602730087258952,-0.05119032959707876,11.0,11.0,false
summer,ewma_persistence,hit_at_3_in_top20,11,11,0.33333333333333337,0.2727272727272727,0.060606060606060615,0.0,0.12121212121212123,8.918918918918916,11.0,false
summer,ewma_persistence,hit_at_3_in_top10,11,11,0.2121212121212121,0.1212121212121212,0.09090909090909091,0.0,0.18181818181818182,9.511278195488721,11.0,false
summer,ewma_persistence,precision_at_3,11,11,0.0606060606060606,0.0,0.0606060606060606,0.0,0.1212121212121212,11.0,11.0,false
summer,ewma_persistence,precision_at_10,11,11,0.17272727272727278,0.09999999999999999,0.07272727272727272,0.01818181818181818,0.10909090909090909,11.0,11.0,false
summer,ewma_persistence,ndcg_at_10,11,11,0.9015588909293897,0.870505581179867,0.031053309749522664,0.008839380044244399,0.04176778577111781,11.0,10.002397404870367,false
summer,ewma_persistence,spearman_rho,11,11,0.8067852343260289,0.6716068274754633,0.1351784068505656,0.1008899717695681,0.17994730024250669,6.281881374830644,9.489724639150037,false
summer,ewma_persistence,wmape,11,11,0.11874462155143176,0.1368851417236325,-0.018140520172200768,-0.03370751219503886,-0.006899487386604447,5.66597024539579,9.929140182330295,false
summer,parent_category_mean,hit_at_3_in_top20,11,11,0.33333333333333337,0.0,0.3333333333333333,0.0303030303030303,0.5757575757575757,5.833333333333333,8.022278312817155,false
summer,parent_category_mean,hit_at_3_in_top10,11,11,0.2121212121212121,0.0,0.2121212121212121,0.0,0.4242424242424242,6.2426614481408995,8.425512139360169,false
summer,parent_category_mean,precision_at_3,11,11,0.0606060606060606,0.0,0.0606060606060606,0.0,0.1212121212121212,11.0,11.0,false
